id,nombreCurso,grupo,nota,periodo
66,Seguridad de la Información,4,0.4,2023-1
67,Formación Ciudadana I : Identidades y Pluralismo,4,1.6,2021-3
68,Ingles 4,4,3.4,2023-1
69,Almacenamiento de datos,3,3.2,2021-1
70,Sistemas Operativos,2,2.1,2023-3
71,Formación Ciudadana II: Sociedad y Estado,1,0.5,2023-1
72,Almacenamiento de datos,1,2.8,2023-1
73,Seguridad de la Información,1,2.3,2022-3
74,Electiva Profesional 3,4,2.4,2024-1
75,Electiva profesional 4,2,1.2,2024-3
76,Ingles 3,1,5.0,2023-3
77,Ingles 4,3,0.9,2022-3
78,Almacenamiento de datos,1,3.7,2024-3
79,Almacenamiento de datos,4,1.0,2024-3
80,Ingles 2,3,2.6,2021-3
81,Ingles 3,2,4.3,2024-3
82,Formación Ciudadana III: Paz y Convivencia,2,0.8,2024-1
83,Matemáticas Fundamentales,1,4.4,2023-1
84,Electiva de Lectura y Escritura,2,0.5,2022-1
85,Estadística y Probabilidad II,2,3.8,2022-1
86,Cálculo 1,1,2.7,2023-1
87,Estadística y Probabilidad II,4,3.6,2023-3
88,Innovación y Emprendimiento,1,3.0,2021-1
89,Legislación y Ética en el Manejo de Datos,1,1.9,2024-3
90,Ingles 2,3,0.3,2021-1
91,Electiva de Lectura y Escritura,4,0.6,2024-1
92,Inteligencia Artificial,2,1.3,2024-3
93,Programación,2,3.3,2021-3
94,Innovación y Emprendimiento,4,0.5,2021-1
95,Ingles 2,1,0.5,2023-1
96,Electiva de Lectura y Escritura,4,0.5,2024-1
97,Almacenamiento de datos,2,4.9,2023-1
98,Innovación y Emprendimiento,1,0.7,2022-1
99,Electiva Profesional 5,3,2.9,2024-1
100,Ingeniería y Sostenibilidad,2,4.6,2024-1
101,Programación,3,2.8,2022-3
102,Electiva Profesional 3,2,4.3,2021-3
103,Seminario de Ing. de Datos e IA,1,1.1,2023-1
104,Analítica de Datos,4,0.4,2023-3
105,Lógica y Matemática Discreta,3,3.3,2024-3
106,Almacenamiento de datos,1,0.1,2021-3
107,Innovación y Emprendimiento,3,1.0,2022-1
108,Programación,2,2.8,2022-1
109,Electiva profesional 4,2,1.9,2024-1
110,Matemáticas Fundamentales,3,3.8,2023-1
111,Redes e Infraestructura,2,3.3,2021-1
112,ETL (Extracción Transformación y Carga),2,2.2,2024-3
113,Formación Ciudadana I : Identidades y Pluralismo,3,1.8,2022-1
114,Cálculo 1,3,1.0,2023-1
115,Sistemas Operativos,2,4.7,2022-1
116,Inteligencia Artificial,4,2.8,2023-3
117,Electiva Profesional 5,1,2.4,2022-3
118,Electiva Profesional 5,4,1.3,2021-3
119,Electiva Profesional 2,4,4.9,2023-1
120,Inteligencia Artificial,1,3.6,2023-3
121,Electiva Profesional 1,2,4.3,2021-3
122,Legislación y Ética en el Manejo de Datos,3,1.2,2022-3
123,Legislación y Ética en el Manejo de Datos,4,1.3,2024-1
124,Seguridad de la Información,3,3.8,2022-1
125,Ingles 1,4,3.5,2021-3
126,Ingles 1,2,4.4,2024-3
127,Sistemas Operativos,1,4.3,2024-1
128,Electiva Profesional 2,1,3.1,2021-3
129,Lógica y Matemática Discreta,4,5.0,2022-1
130,Electiva Profesional 2,4,0.3,2022-1
131,Inteligencia Artificial,3,4.5,2021-1
132,Ingles 4,1,0.2,2024-3
133,Analítica de Datos,4,1.7,2024-1
134,Ingles 4,3,3.2,2023-1
135,ETL (Extracción Transformación y Carga),3,4.2,2024-1
136,Ingeniería y Sostenibilidad,4,0.6,2022-1
137,Sistemas Operativos,4,1.5,2022-1
138,Lógica y Matemática Discreta,3,0.7,2024-3
139,ETL (Extracción Transformación y Carga),4,2.9,2022-1
140,Electiva de  Ciencias Sociales,4,0.0,2023-1
141,Electiva profesional 4,2,4.1,2022-1
142,Ingeniería y Sostenibilidad,3,2.2,2022-3
143,Formación Ciudadana III: Paz y Convivencia,4,1.0,2024-3
144,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,3.1,2024-1
145,Ingles 2,1,2.5,2022-1
146,Electiva de Lectura y Escritura,2,0.7,2023-1
147,Electiva de Lectura y Escritura,4,1.4,2021-1
148,ETL (Extracción Transformación y Carga),1,2.8,2021-1
149,Ingeniería y Sostenibilidad,4,4.3,2023-3
150,Formación Ciudadana III: Paz y Convivencia,1,4.1,2024-3
151,Cálculo 2,3,4.5,2021-3
152,Programación,3,4.9,2022-1
153,Formación Ciudadana II: Sociedad y Estado,1,3.7,2024-3
154,Seminario de Ing. de Datos e IA,3,3.9,2021-1
155,Electiva Libre I,4,1.3,2023-3
156,Formación Ciudadana I : Identidades y Pluralismo,3,4.7,2024-1
157,Estadística y Probabilidad I,2,3.1,2021-1
158,Electiva de Lectura y Escritura,4,1.4,2022-1
159,Electiva de  Ciencias Sociales,4,2.8,2022-1
160,Electiva Profesional 1,3,3.0,2024-1
161,Analítica de Datos,1,1.2,2022-3
162,Formación Ciudadana II: Sociedad y Estado,3,3.7,2023-3
163,Inteligencia Artificial,4,2.8,2023-1
164,Ingeniería y Sostenibilidad,1,0.8,2022-3
165,Electiva profesional 4,1,4.6,2022-3
166,Legislación y Ética en el Manejo de Datos,1,4.8,2022-3
167,Álgebra lineal,2,2.3,2023-3
168,Lógica y Matemática Discreta,3,1.1,2023-3
169,Estadística y Probabilidad I,4,1.9,2022-3
170,Formación Ciudadana III: Paz y Convivencia,1,4.8,2024-1
171,Formación Ciudadana I : Identidades y Pluralismo,1,2.8,2024-1
172,Álgebra lineal,3,2.0,2024-1
173,Estadística y Probabilidad I,4,2.4,2021-3
174,Administración para Ingenieros,4,3.2,2024-3
175,Ingles 5,2,2.4,2024-3
176,Ingles 2,4,2.3,2022-3
177,Ingles 1,2,2.7,2023-3
178,Lógica y Matemática Discreta,3,0.7,2022-1
179,Innovación y Emprendimiento,2,1.7,2021-1
180,Álgebra lineal,1,3.3,2023-3
181,Estadística y Probabilidad I,3,1.1,2022-3
182,Ingeniería y Sostenibilidad,3,3.3,2021-1
183,Ingles 4,2,4.2,2022-1
184,Electiva Profesional 2,4,2.9,2021-3
185,Electiva Profesional 3,3,4.8,2024-1
186,Lógica y Matemática Discreta,3,2.3,2021-3
187,Electiva Profesional 2,4,3.5,2023-3
188,Comunicación Oral y Escrita,2,1.0,2023-1
189,Estadística y Probabilidad I,3,1.4,2024-1
190,Programación,2,0.3,2021-3
191,Formación Ciudadana II: Sociedad y Estado,1,0.2,2023-3
192,Electiva Profesional 2,2,2.7,2023-3
193,Lógica y Matemática Discreta,4,2.5,2024-1
194,Matemáticas Fundamentales,2,0.1,2021-3
195,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.6,2024-1
196,Ingles 1,2,1.5,2023-3
197,Estadística y Probabilidad I,1,4.4,2021-1
198,Cálculo 2,2,2.5,2023-3
199,Álgebra lineal,2,2.4,2021-3
200,Ingles 2,3,2.1,2021-1
201,Inteligencia Artificial,2,4.9,2023-1
202,Ingles 2,3,4.8,2023-3
203,Ingles 5,2,3.3,2024-1
204,Analítica de Datos,1,2.4,2022-1
205,Electiva profesional 4,4,0.3,2024-1
206,Electiva de  Ciencias Sociales,2,4.5,2022-1
207,Programación,4,1.7,2022-3
208,Matemáticas Fundamentales,1,0.1,2023-3
209,Legislación y Ética en el Manejo de Datos,2,1.0,2022-1
210,Álgebra lineal,2,4.6,2023-1
211,Sistemas Operativos,4,4.0,2022-1
212,Electiva Profesional 1,4,0.7,2023-3
213,Legislación y Ética en el Manejo de Datos,2,4.0,2021-3
214,Formación Ciudadana II: Sociedad y Estado,4,2.5,2022-3
215,Legislación y Ética en el Manejo de Datos,3,3.1,2024-3
216,Estadística y Probabilidad II,4,3.6,2022-1
217,Electiva Profesional 2,4,3.7,2021-1
218,Cálculo 2,1,3.0,2024-3
219,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,4.5,2024-3
220,Electiva Profesional 2,4,1.5,2024-1
221,Ingles 4,2,2.6,2023-1
222,Formación Ciudadana II: Sociedad y Estado,1,1.7,2023-3
223,ETL (Extracción Transformación y Carga),1,0.3,2023-1
224,Matemáticas Fundamentales,4,4.5,2022-3
225,Inteligencia Artificial,3,2.6,2021-1
226,Legislación y Ética en el Manejo de Datos,4,0.3,2023-1
227,Electiva de Lectura y Escritura,1,4.9,2022-3
228,Seminario de Ing. de Datos e IA,4,0.1,2023-3
229,Seguridad de la Información,1,3.7,2023-1
230,Electiva Libre I,4,2.6,2022-3
231,Electiva de Lectura y Escritura,1,1.3,2023-1
232,Analítica de Datos,2,2.9,2021-1
233,Lógica y Matemática Discreta,2,0.3,2022-3
234,ETL (Extracción Transformación y Carga),2,3.3,2024-3
235,Sistemas Operativos,4,3.2,2021-1
236,Formación Ciudadana I : Identidades y Pluralismo,4,0.6,2024-3
237,Seguridad de la Información,3,2.9,2021-3
238,Ingeniería y Sostenibilidad,3,0.9,2021-3
239,Ingles 3,3,3.2,2024-3
240,Formación Ciudadana I : Identidades y Pluralismo,4,3.1,2022-1
241,Estadística y Probabilidad I,3,3.9,2021-3
242,Electiva Profesional 1,1,2.0,2024-3
243,Comunicación Oral y Escrita,2,3.2,2024-1
244,Programación,2,2.3,2022-1
245,Cálculo 1,3,4.4,2021-3
246,Ingles 4,4,4.6,2024-1
247,Electiva Profesional 5,4,0.9,2022-3
248,Inteligencia Artificial,2,1.9,2021-1
249,Formación Ciudadana III: Paz y Convivencia,4,4.6,2024-1
250,Electiva Libre I,4,0.9,2022-3
251,Formación Ciudadana I : Identidades y Pluralismo,4,2.1,2021-1
252,Programación,2,3.9,2023-1
253,Ingles 1,3,4.6,2024-1
254,Ingeniería y Sostenibilidad,2,4.9,2024-3
255,Electiva Profesional 1,2,2.1,2021-3
256,Innovación y Emprendimiento,1,3.2,2024-3
257,Innovación y Emprendimiento,2,3.9,2022-3
258,Electiva Profesional 2,2,3.9,2021-3
259,Electiva de Lectura y Escritura,1,0.5,2024-3
260,Electiva Profesional 1,2,2.0,2023-1
261,Inteligencia Artificial,3,4.6,2023-1
262,Cálculo 2,2,0.9,2023-1
263,Formación Ciudadana I : Identidades y Pluralismo,4,1.4,2023-3
264,Ingles 1,1,0.1,2022-3
265,Almacenamiento de datos,4,4.2,2024-3
266,Ingles 1,3,4.9,2021-3
267,Almacenamiento de datos,3,2.2,2024-3
268,Formación Ciudadana I : Identidades y Pluralismo,2,2.5,2024-1
269,Programación,3,2.2,2022-3
270,Innovación y Emprendimiento,1,0.3,2024-3
271,ETL (Extracción Transformación y Carga),4,4.9,2024-1
272,Administración para Ingenieros,4,2.2,2023-1
273,Ingles 4,2,1.0,2023-1
274,Comunicación Oral y Escrita,1,3.9,2022-3
275,Innovación y Emprendimiento,4,1.3,2021-3
276,Matemáticas Fundamentales,3,0.2,2023-3
277,Almacenamiento de datos,2,1.7,2023-1
278,Ingles 4,4,1.4,2023-3
279,Ingles 5,1,4.9,2023-3
280,Cálculo 1,3,4.5,2022-3
281,Almacenamiento de datos,2,1.4,2023-1
282,Sistemas Operativos,4,5.0,2024-1
283,Ingeniería y Sostenibilidad,4,2.4,2022-1
284,Álgebra lineal,3,2.6,2021-1
285,Sistemas Operativos,3,2.6,2024-1
286,Seminario de Ing. de Datos e IA,2,0.7,2023-3
287,Ingles 5,1,1.6,2022-1
288,Analítica de Datos,4,3.8,2023-1
289,Matemáticas Fundamentales,4,0.4,2021-1
290,Formación Ciudadana III: Paz y Convivencia,3,4.1,2024-3
291,Electiva Profesional 5,4,2.0,2022-1
292,Seguridad de la Información,3,2.3,2022-3
293,Seminario de Ing. de Datos e IA,4,0.7,2024-1
294,Formación Ciudadana III: Paz y Convivencia,1,3.7,2021-3
295,Comunicación Oral y Escrita,4,3.4,2023-3
296,Ingles 2,4,3.6,2021-1
297,Formación Ciudadana I : Identidades y Pluralismo,4,3.9,2022-3
298,Ingles 4,4,2.9,2021-3
299,Estadística y Probabilidad I,2,0.8,2024-1
300,Electiva Profesional 3,3,2.8,2021-3
301,ETL (Extracción Transformación y Carga),2,0.0,2023-1
302,Electiva Profesional 1,4,0.1,2022-3
303,Innovación y Emprendimiento,2,4.1,2021-1
304,Cálculo 2,2,3.9,2022-1
305,Formación Ciudadana III: Paz y Convivencia,1,3.7,2021-1
306,Electiva Profesional 2,4,4.6,2022-3
307,Cálculo 1,3,1.0,2024-1
308,Cálculo 2,4,1.9,2022-1
309,Ingles 4,3,0.0,2024-3
310,Ingles 4,2,0.1,2023-1
311,Analítica de Datos,3,2.5,2024-1
312,Electiva Profesional 5,4,2.3,2021-3
313,Cálculo 1,2,3.6,2024-3
314,Electiva Libre I,1,2.8,2024-3
315,Ingles 1,1,1.8,2023-3
316,Administración para Ingenieros,3,0.2,2022-3
317,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.4,2024-3
318,Ingles 1,1,4.6,2024-3
319,Redes e Infraestructura,3,2.9,2022-3
320,Lógica y Matemática Discreta,1,3.1,2022-1
321,Lógica y Matemática Discreta,3,3.1,2022-3
322,Electiva profesional 4,1,1.7,2024-1
323,Redes e Infraestructura,3,2.2,2022-3
324,Ingles 3,1,0.5,2022-3
325,Sistemas Operativos,1,1.9,2022-1
326,Ingles 2,1,2.9,2022-3
327,Álgebra lineal,4,2.4,2024-3
328,Electiva profesional 4,2,1.5,2023-3
329,Analítica de Datos,3,2.5,2024-3
330,Comunicación Oral y Escrita,4,1.5,2024-3
331,Legislación y Ética en el Manejo de Datos,1,0.2,2023-1
332,Seguridad de la Información,4,0.5,2021-1
333,Ingeniería y Sostenibilidad,3,5.0,2024-3
334,Sistemas Operativos,2,2.7,2023-3
335,Sistemas Operativos,2,5.0,2022-1
336,Redes e Infraestructura,1,0.8,2021-3
337,Comunicación Oral y Escrita,2,4.5,2022-1
338,Matemáticas Fundamentales,3,4.9,2024-1
339,Álgebra lineal,1,2.7,2023-1
340,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,3.8,2021-3
341,Ingles 1,2,3.4,2024-3
342,Matemáticas Fundamentales,1,2.3,2021-3
343,Analítica de Datos,2,3.2,2022-3
344,Ingles 5,3,1.2,2022-3
345,Almacenamiento de datos,2,1.8,2023-3
346,Ingles 3,4,0.3,2023-3
347,Ingeniería y Sostenibilidad,4,0.1,2023-1
348,ETL (Extracción Transformación y Carga),1,1.6,2023-3
349,Electiva Libre I,1,3.2,2024-1
350,Almacenamiento de datos,2,3.1,2021-3
351,Estadística y Probabilidad II,3,3.9,2021-1
352,Formación Ciudadana II: Sociedad y Estado,1,3.1,2024-3
353,Ingeniería y Sostenibilidad,3,1.9,2021-3
354,Ingles 4,4,0.0,2023-1
355,Ingles 5,1,1.0,2023-3
356,Estadística y Probabilidad I,4,4.4,2021-3
357,Administración para Ingenieros,2,4.8,2021-3
358,Seguridad de la Información,1,0.0,2023-3
359,Innovación y Emprendimiento,4,0.6,2021-1
360,Redes e Infraestructura,3,2.0,2022-1
361,Seminario de Ing. de Datos e IA,1,0.5,2022-3
362,Ingles 5,2,3.2,2021-3
363,Ingles 5,3,2.8,2021-1
364,Almacenamiento de datos,1,4.6,2022-1
365,Electiva Profesional 1,2,1.2,2022-1
366,Formación Ciudadana I : Identidades y Pluralismo,2,0.3,2024-3
367,Electiva Profesional 1,3,2.6,2021-1
368,Electiva Profesional 2,1,3.3,2021-3
369,Ingeniería y Sostenibilidad,1,1.8,2024-1
370,Ingeniería y Sostenibilidad,4,1.7,2021-1
371,Electiva de  Ciencias Sociales,4,4.5,2023-3
372,Formación Ciudadana II: Sociedad y Estado,3,3.0,2023-1
373,Cálculo 2,4,4.3,2023-3
374,Lógica y Matemática Discreta,1,0.6,2021-3
375,Comunicación Oral y Escrita,1,4.1,2022-1
376,Electiva de Lectura y Escritura,4,2.7,2022-1
377,Electiva de  Ciencias Sociales,1,2.6,2022-1
378,Almacenamiento de datos,3,1.1,2024-3
379,Comunicación Oral y Escrita,1,0.6,2024-1
380,Electiva Profesional 2,2,4.2,2021-1
381,Almacenamiento de datos,3,4.0,2021-1
382,Seguridad de la Información,1,0.6,2024-1
383,Ingles 1,4,3.3,2023-3
384,Cálculo 2,1,1.6,2023-3
385,Administración para Ingenieros,1,1.8,2023-3
386,Estadística y Probabilidad II,3,2.0,2023-1
387,Ingles 2,1,0.3,2023-1
388,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,4.5,2024-3
389,Almacenamiento de datos,3,2.4,2022-1
390,Electiva Libre I,1,4.3,2023-1
391,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.0,2023-1
392,Innovación y Emprendimiento,1,4.3,2024-1
393,Electiva Profesional 1,2,3.3,2021-3
394,Redes e Infraestructura,2,2.6,2022-3
395,Electiva profesional 4,3,2.6,2023-1
396,Inteligencia Artificial,1,0.3,2023-3
397,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.0,2023-3
398,Almacenamiento de datos,1,4.4,2024-1
399,Redes e Infraestructura,3,0.6,2021-1
400,Cálculo 2,2,2.9,2023-1
401,Electiva Profesional 2,4,3.1,2024-1
402,Ingles 3,4,3.8,2021-3
403,Programación,3,2.2,2024-3
404,Comunicación Oral y Escrita,1,0.9,2024-3
405,Comunicación Oral y Escrita,4,4.4,2021-1
406,Formación Ciudadana II: Sociedad y Estado,4,0.4,2021-3
407,Programación,2,1.1,2022-3
408,Seminario de Ing. de Datos e IA,4,1.0,2022-1
409,Programación,2,0.5,2021-3
410,Electiva Profesional 5,2,1.3,2021-3
411,Seminario de Ing. de Datos e IA,4,2.5,2023-1
412,Ingeniería y Sostenibilidad,4,2.8,2024-1
413,Legislación y Ética en el Manejo de Datos,4,0.9,2021-1
414,Cálculo 2,1,2.5,2021-1
415,Formación Ciudadana II: Sociedad y Estado,1,3.3,2024-1
416,Almacenamiento de datos,4,1.6,2024-1
417,Analítica de Datos,1,2.8,2021-1
418,Ingles 4,1,4.9,2021-1
419,Electiva Profesional 2,4,0.7,2024-1
420,Electiva profesional 4,1,4.0,2021-3
421,Ingles 1,3,4.3,2024-1
422,Lógica y Matemática Discreta,2,1.6,2024-1
423,Programación,4,4.8,2022-3
424,Cálculo 2,4,0.4,2024-3
425,Electiva Profesional 3,3,1.0,2022-1
426,Estadística y Probabilidad II,3,2.6,2023-3
427,Legislación y Ética en el Manejo de Datos,1,3.7,2023-3
428,Formación Ciudadana I : Identidades y Pluralismo,4,1.8,2023-1
429,Comunicación Oral y Escrita,1,1.6,2024-1
430,Electiva Libre I,4,4.4,2024-1
431,Formación Ciudadana I : Identidades y Pluralismo,2,1.5,2021-1
432,Cálculo 1,3,2.8,2024-3
433,Ingles 4,1,3.9,2024-1
434,Ingeniería y Sostenibilidad,3,3.3,2021-3
435,Electiva Profesional 3,3,4.2,2022-1
436,Formación Ciudadana I : Identidades y Pluralismo,4,3.2,2024-3
437,Cálculo 2,4,4.2,2024-3
438,Estadística y Probabilidad I,3,0.1,2021-3
439,Seguridad de la Información,1,4.2,2021-3
440,Ingles 1,4,3.4,2022-3
441,Electiva Profesional 2,2,1.6,2023-3
442,Electiva de  Ciencias Sociales,3,0.7,2023-1
443,Almacenamiento de datos,3,2.6,2024-1
444,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.2,2023-3
445,Lógica y Matemática Discreta,4,0.4,2022-1
446,Ingles 3,1,0.8,2023-1
447,Ingeniería y Sostenibilidad,1,2.5,2023-3
448,Formación Ciudadana II: Sociedad y Estado,4,1.2,2024-1
449,Cálculo 1,3,0.4,2023-1
450,Seguridad de la Información,2,1.5,2022-3
451,Innovación y Emprendimiento,1,0.9,2021-3
452,Formación Ciudadana II: Sociedad y Estado,1,4.4,2022-1
453,Comunicación Oral y Escrita,4,2.7,2024-3
454,Programación,2,4.8,2022-3
455,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,2.7,2022-1
456,Legislación y Ética en el Manejo de Datos,1,0.6,2022-3
457,Electiva Profesional 1,1,1.6,2021-3
458,Matemáticas Fundamentales,2,4.7,2021-1
459,Electiva de Lectura y Escritura,3,4.5,2021-3
460,Ingles 3,2,2.6,2022-1
461,Almacenamiento de datos,1,1.5,2022-1
462,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,3.2,2024-3
463,Formación Ciudadana III: Paz y Convivencia,1,1.7,2021-3
464,Sistemas Operativos,2,5.0,2021-1
465,Estadística y Probabilidad II,2,4.5,2024-1
466,Estadística y Probabilidad II,4,2.9,2023-3
467,Sistemas Operativos,3,0.7,2021-1
468,Formación Ciudadana I : Identidades y Pluralismo,4,3.1,2023-3
469,Legislación y Ética en el Manejo de Datos,2,0.7,2022-1
470,Ingles 5,3,2.1,2022-3
471,Ingles 4,1,2.7,2023-3
472,Ingles 3,1,2.9,2023-3
473,Estadística y Probabilidad I,4,0.3,2023-1
474,Estadística y Probabilidad II,4,0.4,2024-1
475,Ingles 2,2,3.6,2024-1
476,Ingeniería y Sostenibilidad,2,4.8,2023-3
477,Formación Ciudadana I : Identidades y Pluralismo,1,2.5,2024-3
478,Ingeniería y Sostenibilidad,1,2.4,2024-1
479,Formación Ciudadana II: Sociedad y Estado,3,0.6,2023-3
480,Electiva Profesional 5,1,2.5,2023-1
481,Ingles 1,3,1.7,2024-3
482,Cálculo 1,2,1.3,2023-3
483,Estadística y Probabilidad II,4,1.6,2021-3
484,Estadística y Probabilidad I,3,2.8,2024-3
485,Cálculo 2,3,2.7,2024-1
486,Analítica de Datos,3,1.8,2021-3
487,Electiva Profesional 2,1,3.0,2024-3
488,Sistemas Operativos,4,0.2,2024-3
489,Electiva profesional 4,3,3.4,2023-1
490,Administración para Ingenieros,4,3.3,2023-3
491,Cálculo 1,4,1.0,2022-1
492,Ingles 1,3,1.8,2021-1
493,Programación,3,3.0,2022-1
494,Ingles 1,4,0.7,2022-3
495,Sistemas Operativos,4,0.3,2022-3
496,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.1,2021-1
497,Sistemas Operativos,3,1.1,2024-1
498,Analítica de Datos,1,2.5,2022-1
499,Seminario de Ing. de Datos e IA,2,1.4,2021-3
500,Ingeniería y Sostenibilidad,4,1.6,2024-1
501,Cálculo 1,4,4.3,2024-3
502,Seminario de Ing. de Datos e IA,1,3.0,2021-3
503,Cálculo 1,2,0.1,2021-3
504,Seminario de Ing. de Datos e IA,4,3.5,2024-1
505,Sistemas Operativos,3,3.4,2022-1
506,Seguridad de la Información,4,4.9,2021-1
507,Electiva Profesional 5,3,2.6,2021-3
508,Ingles 3,2,3.9,2021-1
509,Electiva Profesional 5,1,1.0,2024-3
510,Electiva profesional 4,1,2.4,2021-3
511,Formación Ciudadana I : Identidades y Pluralismo,1,1.0,2023-1
512,Electiva Profesional 3,3,1.5,2024-3
513,Almacenamiento de datos,3,3.9,2023-1
514,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,2.8,2024-3
515,Analítica de Datos,1,0.1,2022-3
516,Cálculo 1,3,0.2,2024-3
517,Ingles 1,2,2.1,2021-1
518,Lógica y Matemática Discreta,2,2.9,2023-3
519,Electiva Profesional 2,3,0.5,2022-1
520,Electiva Profesional 5,2,4.5,2021-1
521,Ingles 3,4,0.2,2024-3
522,Sistemas Operativos,4,1.3,2022-3
523,Formación Ciudadana III: Paz y Convivencia,1,4.1,2022-1
524,Legislación y Ética en el Manejo de Datos,3,4.8,2023-1
525,Ingles 2,2,3.6,2024-3
526,Electiva Profesional 2,2,0.3,2022-3
527,Comunicación Oral y Escrita,2,1.9,2022-3
528,Cálculo 1,4,3.5,2022-3
529,Seminario de Ing. de Datos e IA,1,0.6,2023-3
530,Ingles 4,1,1.2,2022-3
531,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.6,2023-1
532,Administración para Ingenieros,3,3.5,2021-3
533,Ingles 5,2,1.1,2022-3
534,Estadística y Probabilidad I,4,3.5,2021-3
535,Innovación y Emprendimiento,3,1.1,2023-1
536,Electiva Profesional 2,2,2.3,2024-3
537,Ingles 5,1,1.2,2024-1
538,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.6,2023-1
539,Ingles 1,1,0.5,2023-1
540,Sistemas Operativos,1,4.6,2023-1
541,Matemáticas Fundamentales,3,3.0,2022-3
542,Álgebra lineal,2,2.5,2023-3
543,Formación Ciudadana II: Sociedad y Estado,3,1.7,2022-3
544,Electiva Profesional 2,4,4.7,2023-3
545,Cálculo 1,4,4.2,2023-1
546,Administración para Ingenieros,1,1.4,2023-3
