id,nombreCurso,grupo,nota,periodo
49,Ingles 2,3,4.6,2024-1
50,Seminario de Ing. de Datos e IA,2,4.4,2024-1
51,Electiva Profesional 5,1,4.0,2023-1
52,Analítica de Datos,4,3.1,2022-1
53,Electiva Profesional 5,2,3.0,2024-1
54,Ingles 1,3,2.6,2021-1
55,Innovación y Emprendimiento,2,0.8,2021-3
56,Ingles 3,4,2.1,2022-1
57,Formación Ciudadana I : Identidades y Pluralismo,2,2.5,2021-1
58,Formación Ciudadana I : Identidades y Pluralismo,2,2.1,2022-1
59,Legislación y Ética en el Manejo de Datos,2,3.4,2022-1
60,Formación Ciudadana II: Sociedad y Estado,4,2.9,2022-1
61,Ingles 1,2,4.0,2022-3
62,Electiva Profesional 5,3,1.5,2024-3
63,Electiva Profesional 2,3,2.3,2022-1
64,Electiva Profesional 3,3,1.5,2021-3
65,Administración para Ingenieros,2,2.7,2021-1
66,Redes e Infraestructura,1,0.4,2022-3
67,Ingeniería y Sostenibilidad,2,3.2,2024-3
68,Cálculo 2,4,0.1,2023-1
69,Legislación y Ética en el Manejo de Datos,2,4.3,2021-3
70,Ingeniería y Sostenibilidad,1,1.2,2023-3
71,Almacenamiento de datos,1,1.2,2021-1
72,Electiva profesional 4,2,3.5,2023-3
73,Ingles 4,2,1.0,2023-3
74,Electiva Libre I,1,1.1,2021-1
75,ETL (Extracción Transformación y Carga),4,4.6,2022-1
76,Cálculo 2,1,3.3,2022-3
77,Matemáticas Fundamentales,5,1.0,2022-1
78,Legislación y Ética en el Manejo de Datos,3,4.0,2024-1
79,Electiva profesional 4,1,2.3,2024-3
80,Programación,4,4.6,2024-1
81,Ingeniería y Sostenibilidad,2,3.6,2022-1
82,Formación Ciudadana II: Sociedad y Estado,1,3.5,2023-3
83,Estadística y Probabilidad I,2,4.2,2022-1
84,Legislación y Ética en el Manejo de Datos,1,1.0,2021-1
85,Ingles 2,1,2.5,2023-1
86,Cálculo 1,5,0.7,2024-1
87,Almacenamiento de datos,5,3.9,2021-3
88,Analítica de Datos,4,1.0,2022-3
89,Electiva de Lectura y Escritura,2,4.4,2022-1
90,Formación Ciudadana II: Sociedad y Estado,4,0.1,2024-3
91,Estadística y Probabilidad I,5,2.1,2022-3
92,Electiva de Lectura y Escritura,4,2.1,2022-3
93,Analítica de Datos,5,2.6,2021-1
94,Electiva de Lectura y Escritura,4,3.0,2023-3
95,Electiva de  Ciencias Sociales,1,2.5,2021-3
96,Analítica de Datos,1,4.3,2022-1
97,Ingles 4,1,1.2,2023-1
98,Innovación y Emprendimiento,5,0.6,2021-3
99,Ingles 3,4,0.5,2023-1
100,Formación Ciudadana II: Sociedad y Estado,2,1.7,2024-3
101,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,4.3,2021-3
102,Estadística y Probabilidad I,1,2.9,2022-3
103,Ingles 3,1,1.0,2022-1
104,Analítica de Datos,4,1.6,2021-3
105,Analítica de Datos,3,4.1,2023-3
106,Programación,5,3.2,2024-3
107,Electiva profesional 4,2,3.9,2022-3
108,Redes e Infraestructura,4,0.9,2023-3
109,Legislación y Ética en el Manejo de Datos,2,4.4,2023-3
110,Ingles 1,4,0.6,2024-1
111,Estadística y Probabilidad I,4,4.3,2022-3
112,Comunicación Oral y Escrita,5,1.4,2022-3
113,Innovación y Emprendimiento,5,3.1,2022-3
114,Formación Ciudadana II: Sociedad y Estado,4,0.9,2023-3
115,Inteligencia Artificial,4,2.8,2024-3
116,Electiva Profesional 3,3,1.9,2023-3
117,Legislación y Ética en el Manejo de Datos,2,3.2,2024-1
118,Electiva Profesional 2,1,1.5,2021-3
119,Ingeniería y Sostenibilidad,1,2.5,2021-3
120,Almacenamiento de datos,2,2.5,2021-1
121,Administración para Ingenieros,4,4.5,2021-3
122,Ingles 5,1,0.2,2021-3
123,Electiva profesional 4,2,2.7,2021-3
124,Ingles 4,5,1.6,2021-1
125,Electiva profesional 4,4,1.0,2024-1
126,Ingles 1,1,2.4,2022-1
127,Formación Ciudadana I : Identidades y Pluralismo,4,1.6,2024-3
128,Ingles 5,2,2.6,2022-3
129,Ingles 5,3,0.9,2023-3
130,Electiva Profesional 1,3,4.4,2023-1
131,Sistemas Operativos,4,4.6,2023-3
132,Formación Ciudadana III: Paz y Convivencia,1,2.5,2022-3
133,Sistemas Operativos,3,3.4,2024-3
134,Formación Ciudadana I : Identidades y Pluralismo,4,2.1,2024-1
135,Administración para Ingenieros,1,2.1,2023-1
136,Ingles 2,1,1.8,2022-3
137,Formación Ciudadana I : Identidades y Pluralismo,5,0.1,2021-1
138,Matemáticas Fundamentales,3,3.2,2023-1
139,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.8,2022-1
140,Álgebra lineal,5,4.3,2023-1
141,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,3.5,2021-1
142,Cálculo 1,2,3.3,2022-3
143,Inteligencia Artificial,2,2.0,2024-1
144,Electiva Profesional 3,5,2.9,2021-1
145,Comunicación Oral y Escrita,5,0.9,2024-1
146,Electiva de  Ciencias Sociales,5,3.3,2022-3
147,Analítica de Datos,1,2.3,2024-1
148,Cálculo 1,1,1.3,2022-3
149,Cálculo 1,4,0.9,2023-1
150,Analítica de Datos,1,2.6,2023-3
151,Ingles 1,1,2.6,2021-3
152,Seminario de Ing. de Datos e IA,2,2.1,2024-3
153,Electiva Profesional 3,4,4.0,2024-1
154,Formación Ciudadana III: Paz y Convivencia,4,1.6,2023-3
155,Estadística y Probabilidad II,1,0.2,2022-1
156,Electiva Profesional 5,5,0.4,2021-3
157,Legislación y Ética en el Manejo de Datos,2,3.7,2022-3
158,Analítica de Datos,2,1.4,2022-3
159,Álgebra lineal,1,1.6,2022-3
160,Seminario de Ing. de Datos e IA,1,1.9,2022-3
161,Ingles 3,1,0.4,2024-3
162,Estadística y Probabilidad I,4,0.1,2022-1
163,Electiva Libre I,4,2.3,2022-1
164,Electiva de  Ciencias Sociales,3,0.4,2023-3
165,Ingles 3,5,1.1,2021-1
166,Comunicación Oral y Escrita,1,4.3,2023-3
167,Analítica de Datos,4,2.0,2023-3
168,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,3.1,2024-3
169,Electiva profesional 4,4,2.1,2023-3
170,Ingles 4,5,0.9,2024-3
171,Comunicación Oral y Escrita,1,3.6,2022-3
172,Electiva Libre I,2,2.4,2021-1
173,Electiva Profesional 1,4,1.2,2021-3
174,Álgebra lineal,4,3.2,2022-3
175,ETL (Extracción Transformación y Carga),3,2.5,2021-1
176,Ingles 4,2,0.9,2022-3
177,Electiva profesional 4,2,1.2,2023-1
178,Legislación y Ética en el Manejo de Datos,2,3.6,2021-3
179,Ingles 2,2,2.8,2021-3
180,Estadística y Probabilidad I,1,3.3,2021-3
181,Cálculo 1,4,1.2,2022-3
182,Legislación y Ética en el Manejo de Datos,4,2.3,2024-3
183,Comunicación Oral y Escrita,4,4.4,2024-3
184,Seminario de Ing. de Datos e IA,4,1.7,2023-1
185,Comunicación Oral y Escrita,3,1.4,2021-1
186,Almacenamiento de datos,1,3.6,2022-3
187,Sistemas Operativos,3,2.6,2022-1
188,Almacenamiento de datos,3,4.4,2021-1
189,Electiva de Lectura y Escritura,1,0.7,2021-1
190,Sistemas Operativos,2,4.3,2022-3
191,Cálculo 2,4,0.7,2021-3
192,Electiva Libre I,4,4.3,2022-3
193,Seminario de Ing. de Datos e IA,5,4.2,2021-3
194,ETL (Extracción Transformación y Carga),2,2.6,2021-1
195,Legislación y Ética en el Manejo de Datos,5,0.8,2024-3
196,ETL (Extracción Transformación y Carga),4,1.5,2022-1
197,Comunicación Oral y Escrita,3,4.9,2023-3
198,Inteligencia Artificial,2,2.8,2023-1
199,Sistemas Operativos,2,2.9,2021-1
200,Redes e Infraestructura,4,1.7,2024-3
201,Seminario de Ing. de Datos e IA,1,2.6,2024-1
202,Electiva Profesional 3,2,0.6,2022-1
203,Inteligencia Artificial,2,3.2,2021-3
204,Analítica de Datos,5,0.0,2023-1
205,Ingles 4,2,0.8,2022-1
206,Cálculo 2,4,1.9,2023-3
207,Cálculo 1,2,0.6,2023-3
208,Sistemas Operativos,4,1.3,2024-1
209,Electiva de Lectura y Escritura,4,0.6,2023-1
210,Analítica de Datos,3,3.0,2024-1
211,Electiva Profesional 1,3,3.6,2023-1
212,Ingles 3,5,2.3,2021-3
213,Matemáticas Fundamentales,4,2.5,2024-1
214,Cálculo 2,3,2.1,2023-1
215,Legislación y Ética en el Manejo de Datos,3,0.9,2023-3
216,Administración para Ingenieros,4,4.7,2022-3
217,Formación Ciudadana II: Sociedad y Estado,2,3.5,2022-1
218,Comunicación Oral y Escrita,2,0.4,2021-3
219,Electiva Profesional 1,3,0.7,2023-3
220,Electiva Profesional 3,5,3.5,2022-1
221,Electiva Libre I,5,1.5,2024-3
222,Lógica y Matemática Discreta,1,0.3,2022-1
223,Matemáticas Fundamentales,3,0.7,2023-3
224,Electiva profesional 4,3,1.9,2022-1
225,Ingles 1,1,2.3,2022-3
226,Administración para Ingenieros,1,0.9,2022-3
227,Ingles 2,2,4.7,2021-3
228,Administración para Ingenieros,5,2.7,2022-1
229,Almacenamiento de datos,4,1.8,2023-1
230,Electiva Profesional 3,4,2.1,2021-3
231,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,1.8,2022-3
232,Formación Ciudadana III: Paz y Convivencia,4,3.4,2024-3
233,Formación Ciudadana II: Sociedad y Estado,1,0.5,2022-3
234,Electiva de  Ciencias Sociales,5,1.6,2022-1
235,Comunicación Oral y Escrita,5,3.6,2022-1
236,Redes e Infraestructura,1,4.2,2022-1
237,Electiva Libre I,1,2.4,2021-1
238,Ingles 4,1,3.6,2024-3
239,Electiva Profesional 2,4,3.3,2023-1
240,Seguridad de la Información,5,2.2,2022-1
241,Innovación y Emprendimiento,5,0.9,2024-1
242,Electiva de  Ciencias Sociales,5,1.8,2024-3
243,Analítica de Datos,4,2.3,2021-3
244,Electiva Profesional 5,1,4.5,2023-1
245,ETL (Extracción Transformación y Carga),3,3.5,2024-3
246,Formación Ciudadana I : Identidades y Pluralismo,1,2.3,2024-1
247,Electiva Profesional 5,4,1.1,2022-3
248,Programación,5,0.4,2022-1
249,Cálculo 1,3,4.5,2022-1
250,Seminario de Ing. de Datos e IA,3,3.1,2023-3
251,Formación Ciudadana II: Sociedad y Estado,3,2.7,2021-3
252,Álgebra lineal,4,4.5,2023-1
253,ETL (Extracción Transformación y Carga),2,3.8,2024-3
254,Ingles 5,3,0.6,2021-3
255,Electiva Profesional 3,3,2.4,2021-1
256,Estadística y Probabilidad II,2,4.4,2022-3
257,Electiva profesional 4,1,3.7,2021-1
258,Cálculo 1,1,3.0,2024-1
259,Ingles 5,5,0.8,2023-1
260,Electiva Profesional 1,2,4.5,2022-3
261,Comunicación Oral y Escrita,3,2.6,2021-1
262,Redes e Infraestructura,4,0.4,2021-1
263,Electiva Profesional 3,2,3.0,2023-1
264,Electiva de Lectura y Escritura,2,4.6,2021-1
265,Ingles 4,5,1.7,2024-3
266,Matemáticas Fundamentales,5,0.1,2023-1
267,Electiva Profesional 2,4,3.7,2024-1
268,Cálculo 2,1,1.4,2024-1
269,Legislación y Ética en el Manejo de Datos,4,3.2,2023-3
270,Seguridad de la Información,1,4.1,2022-1
271,ETL (Extracción Transformación y Carga),3,1.5,2022-3
272,Formación Ciudadana III: Paz y Convivencia,3,3.5,2022-1
273,Seguridad de la Información,3,1.0,2024-1
274,Formación Ciudadana II: Sociedad y Estado,4,3.2,2021-1
275,Formación Ciudadana III: Paz y Convivencia,3,2.3,2024-3
276,Formación Ciudadana III: Paz y Convivencia,2,0.9,2023-1
277,Ingles 2,2,1.0,2021-3
278,Programación,2,2.8,2022-3
279,Electiva profesional 4,1,1.5,2023-1
280,Electiva Libre I,4,2.8,2023-3
281,Comunicación Oral y Escrita,4,2.9,2023-1
282,Estadística y Probabilidad I,3,1.5,2024-1
283,Analítica de Datos,2,0.5,2021-3
284,Electiva Profesional 3,3,4.3,2022-3
285,Ingles 2,2,4.5,2024-1
286,Inteligencia Artificial,4,2.5,2023-3
287,Legislación y Ética en el Manejo de Datos,2,0.8,2024-3
288,Lógica y Matemática Discreta,2,2.4,2022-1
289,Legislación y Ética en el Manejo de Datos,1,0.4,2021-3
290,Estadística y Probabilidad II,3,2.0,2022-3
291,Estadística y Probabilidad I,2,2.9,2023-3
292,Administración para Ingenieros,3,0.9,2021-1
293,Seminario de Ing. de Datos e IA,4,3.0,2022-1
294,Inteligencia Artificial,5,1.8,2021-3
295,Electiva Profesional 3,1,4.3,2024-3
296,Sistemas Operativos,1,2.7,2022-1
297,Estadística y Probabilidad II,2,3.9,2024-1
298,Cálculo 1,1,1.9,2022-3
299,Ingles 5,2,1.8,2023-3
300,Electiva Profesional 2,4,4.5,2024-1
301,Analítica de Datos,4,2.1,2024-1
302,Seguridad de la Información,5,0.4,2023-3
303,Analítica de Datos,1,0.3,2022-3
304,Electiva de  Ciencias Sociales,1,1.6,2022-1
305,Matemáticas Fundamentales,5,1.5,2022-1
306,Innovación y Emprendimiento,2,4.3,2024-3
307,Seguridad de la Información,3,1.1,2024-3
308,Analítica de Datos,3,4.0,2023-3
309,Electiva Profesional 5,2,1.5,2021-3
310,Cálculo 2,1,3.8,2022-1
311,Ingles 2,4,1.5,2023-3
312,Innovación y Emprendimiento,3,4.0,2021-3
313,Redes e Infraestructura,2,4.9,2022-1
314,Formación Ciudadana III: Paz y Convivencia,5,3.2,2022-1
315,Electiva Profesional 3,2,3.3,2024-1
316,ETL (Extracción Transformación y Carga),5,2.2,2022-1
317,Ingles 1,2,4.1,2023-1
318,Electiva Profesional 5,1,1.2,2024-3
319,ETL (Extracción Transformación y Carga),2,0.7,2024-3
320,Electiva Profesional 1,4,4.7,2023-3
321,Innovación y Emprendimiento,3,0.4,2022-1
322,Inteligencia Artificial,1,3.9,2023-3
323,Formación Ciudadana I : Identidades y Pluralismo,2,4.1,2021-1
324,Ingles 3,2,4.9,2021-1
325,Electiva profesional 4,5,4.3,2022-1
326,Legislación y Ética en el Manejo de Datos,5,2.8,2022-3
327,Formación Ciudadana III: Paz y Convivencia,1,0.6,2022-3
328,Administración para Ingenieros,1,4.6,2022-1
329,Ingeniería y Sostenibilidad,3,1.6,2021-1
330,Legislación y Ética en el Manejo de Datos,2,3.8,2023-1
331,Redes e Infraestructura,1,0.7,2024-1
332,Cálculo 1,2,1.9,2022-1
333,Almacenamiento de datos,2,1.4,2024-3
334,Formación Ciudadana II: Sociedad y Estado,3,0.2,2021-1
335,Innovación y Emprendimiento,4,3.5,2022-1
336,Ingles 1,3,2.6,2024-3
337,Electiva profesional 4,4,0.6,2024-1
338,Formación Ciudadana III: Paz y Convivencia,4,0.5,2023-3
339,Administración para Ingenieros,2,2.5,2024-1
340,Electiva Libre I,4,3.9,2021-3
341,Álgebra lineal,4,1.0,2022-1
342,Ingles 3,2,0.7,2024-1
343,Redes e Infraestructura,2,4.3,2024-3
344,Estadística y Probabilidad II,1,3.5,2023-3
345,Ingles 1,2,1.2,2021-3
346,Electiva profesional 4,5,1.7,2022-1
347,Estadística y Probabilidad I,2,4.6,2023-1
348,Formación Ciudadana I : Identidades y Pluralismo,4,4.9,2024-3
349,Ingles 2,2,3.2,2023-1
350,Electiva de  Ciencias Sociales,1,3.6,2024-3
351,Ingles 4,2,3.4,2021-1
352,Electiva Profesional 5,3,1.4,2022-1
353,Sistemas Operativos,4,0.5,2023-1
354,Programación,4,0.6,2021-1
355,Electiva Profesional 1,3,4.1,2021-3
356,Álgebra lineal,4,1.4,2022-1
357,Formación Ciudadana II: Sociedad y Estado,4,0.5,2022-1
358,Electiva Profesional 2,4,2.4,2023-1
359,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.3,2022-1
360,Matemáticas Fundamentales,5,0.8,2023-3
361,Lógica y Matemática Discreta,4,2.5,2023-3
362,Administración para Ingenieros,3,2.3,2021-3
363,Estadística y Probabilidad II,5,4.5,2023-1
364,Electiva Profesional 3,4,3.1,2024-1
365,Ingles 2,4,0.4,2022-1
366,Ingles 4,1,3.0,2022-3
367,Electiva Profesional 5,5,0.1,2023-1
368,Electiva de Lectura y Escritura,2,4.7,2021-1
369,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,0.6,2024-1
370,Formación Ciudadana II: Sociedad y Estado,2,2.6,2023-1
371,Inteligencia Artificial,5,2.1,2023-1
372,Administración para Ingenieros,5,4.3,2021-1
373,Ingles 5,5,2.2,2022-1
374,Ingles 2,5,2.6,2022-1
375,Seguridad de la Información,4,4.4,2023-3
376,Innovación y Emprendimiento,2,0.8,2021-3
377,Formación Ciudadana I : Identidades y Pluralismo,4,1.6,2021-1
378,Redes e Infraestructura,5,2.8,2021-1
379,Legislación y Ética en el Manejo de Datos,4,3.8,2022-1
380,Electiva profesional 4,2,1.0,2021-3
381,Ingles 5,1,1.6,2021-3
382,Inteligencia Artificial,5,0.2,2024-1
383,Formación Ciudadana II: Sociedad y Estado,3,2.4,2021-1
384,Programación,1,1.7,2022-3
385,Redes e Infraestructura,5,3.7,2021-1
386,Inteligencia Artificial,2,3.7,2024-1
387,Electiva Libre I,1,4.0,2021-3
388,Administración para Ingenieros,2,4.8,2022-3
389,Analítica de Datos,1,4.8,2022-3
390,Comunicación Oral y Escrita,4,0.1,2021-1
391,Redes e Infraestructura,3,1.5,2023-1
392,Electiva de  Ciencias Sociales,3,1.5,2022-1
393,Electiva Profesional 2,1,3.1,2023-3
394,Innovación y Emprendimiento,4,2.0,2024-3
395,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,0.7,2024-3
396,Ingles 3,1,0.7,2022-3
397,Redes e Infraestructura,2,2.6,2024-3
398,Electiva Libre I,4,1.7,2023-1
399,Ingles 1,1,0.3,2024-3
400,Legislación y Ética en el Manejo de Datos,3,1.5,2022-3
401,Electiva Profesional 1,5,0.5,2022-1
402,Estadística y Probabilidad I,2,0.8,2022-1
403,Inteligencia Artificial,4,0.9,2024-1
404,Electiva Libre I,4,1.8,2023-3
405,Lógica y Matemática Discreta,2,4.8,2021-3
406,Programación,2,4.9,2021-1
407,Administración para Ingenieros,5,3.7,2024-3
408,Ingles 1,3,0.3,2023-1
409,Ingles 5,1,4.0,2021-3
410,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,3.8,2022-3
411,Estadística y Probabilidad II,4,1.0,2023-3
412,ETL (Extracción Transformación y Carga),2,3.8,2021-1
413,Electiva de Lectura y Escritura,1,4.0,2024-1
414,Almacenamiento de datos,3,1.3,2023-3
415,Cálculo 2,3,0.1,2022-3
416,Electiva Profesional 1,3,4.3,2024-3
417,Electiva Profesional 5,1,0.3,2022-3
418,Electiva profesional 4,3,2.5,2024-3
419,Programación,1,2.0,2021-1
420,Comunicación Oral y Escrita,4,1.4,2021-3
421,Ingeniería y Sostenibilidad,1,4.9,2023-1
422,Electiva de Lectura y Escritura,5,5.0,2024-3
423,Cálculo 1,5,1.0,2021-1
424,Ingles 2,4,3.8,2024-3
425,Sistemas Operativos,3,4.2,2024-1
426,Electiva Profesional 3,5,4.7,2023-3
427,Legislación y Ética en el Manejo de Datos,3,2.8,2021-1
428,Programación,3,3.1,2022-3
429,Electiva Libre I,1,3.6,2022-1
430,Formación Ciudadana III: Paz y Convivencia,4,3.6,2022-3
431,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,3.0,2023-1
432,Estadística y Probabilidad I,2,2.4,2024-3
433,Innovación y Emprendimiento,1,0.6,2022-3
434,Seguridad de la Información,2,2.3,2022-1
435,Administración para Ingenieros,2,2.3,2021-3
436,Estadística y Probabilidad I,1,2.9,2022-1
437,Innovación y Emprendimiento,2,0.6,2021-3
438,Electiva profesional 4,5,1.2,2023-1
439,Formación Ciudadana I : Identidades y Pluralismo,2,1.6,2023-3
440,Administración para Ingenieros,5,0.1,2022-1
441,ETL (Extracción Transformación y Carga),4,1.0,2024-1
442,Administración para Ingenieros,1,4.0,2024-1
443,Cálculo 2,3,4.7,2024-1
444,Redes e Infraestructura,4,1.6,2022-1
445,Formación Ciudadana III: Paz y Convivencia,5,4.0,2021-1
446,Electiva Profesional 3,3,1.8,2021-3
447,Electiva Profesional 1,2,4.1,2024-1
448,Ingeniería y Sostenibilidad,3,3.3,2023-3
449,Estadística y Probabilidad I,1,4.9,2024-3
450,Ingles 2,4,5.0,2023-3
451,Ingles 1,2,0.5,2022-3
452,Estadística y Probabilidad II,4,3.4,2021-1
453,Redes e Infraestructura,2,4.3,2023-3
454,Innovación y Emprendimiento,3,4.3,2024-1
455,Electiva profesional 4,3,2.5,2022-3
456,Electiva de  Ciencias Sociales,1,2.3,2024-3
457,Álgebra lineal,3,2.8,2021-3
458,Electiva de  Ciencias Sociales,1,4.4,2024-3
459,Ingles 2,2,1.1,2021-1
460,Estadística y Probabilidad II,4,1.1,2024-1
461,Formación Ciudadana II: Sociedad y Estado,3,0.2,2021-3
462,Formación Ciudadana II: Sociedad y Estado,5,1.1,2024-1
463,Almacenamiento de datos,4,4.3,2021-1
464,Programación,2,2.1,2022-3
465,Lógica y Matemática Discreta,3,1.1,2023-3
466,Sistemas Operativos,5,2.4,2023-3
467,Electiva Profesional 2,5,4.7,2024-1
468,Ingeniería y Sostenibilidad,4,3.0,2024-3
469,Electiva profesional 4,5,3.3,2021-3
470,Formación Ciudadana II: Sociedad y Estado,3,3.1,2022-1
471,Ingles 1,3,2.9,2024-3
472,Ingles 1,5,2.9,2022-3
473,Matemáticas Fundamentales,3,4.8,2021-1
474,Comunicación Oral y Escrita,4,3.5,2022-3
475,Ingles 4,4,3.2,2021-1
476,Ingles 5,3,0.3,2023-3
477,Seguridad de la Información,2,3.0,2021-3
478,Lógica y Matemática Discreta,5,4.9,2021-3
479,Electiva Profesional 5,2,2.1,2023-1
480,Ingles 5,1,3.3,2022-1
481,Formación Ciudadana II: Sociedad y Estado,4,4.3,2023-1
482,Programación,5,4.7,2022-1
483,Almacenamiento de datos,5,0.5,2024-3
484,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,4.7,2021-3
485,Inteligencia Artificial,4,2.5,2024-1
486,Electiva Profesional 5,4,2.6,2023-3
487,Formación Ciudadana II: Sociedad y Estado,4,1.0,2021-3
488,Álgebra lineal,5,4.5,2022-3
489,Electiva de  Ciencias Sociales,1,0.9,2021-3
490,Redes e Infraestructura,4,2.6,2022-1
491,Seminario de Ing. de Datos e IA,4,2.8,2023-3
492,Lógica y Matemática Discreta,2,4.1,2024-3
493,Seminario de Ing. de Datos e IA,4,2.8,2024-1
494,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,3.4,2024-3
495,Cálculo 2,5,4.5,2024-3
496,Electiva Libre I,2,3.5,2022-3
497,Sistemas Operativos,2,1.6,2022-1
498,Ingeniería y Sostenibilidad,1,2.7,2024-1
499,Cálculo 1,3,1.6,2023-3
500,Electiva de Lectura y Escritura,1,4.3,2023-1
501,Innovación y Emprendimiento,4,4.2,2023-3
502,Sistemas Operativos,5,3.1,2024-3
503,Programación,4,0.7,2023-3
504,Matemáticas Fundamentales,4,3.3,2022-3
505,Innovación y Emprendimiento,5,2.9,2024-1
506,Seguridad de la Información,5,1.6,2023-1
507,Electiva de  Ciencias Sociales,2,1.0,2022-1
508,Redes e Infraestructura,3,3.9,2022-3
509,Innovación y Emprendimiento,1,2.4,2022-3
510,Ingles 4,3,3.1,2021-1
511,Almacenamiento de datos,3,1.4,2021-1
512,Administración para Ingenieros,2,2.7,2024-1
513,Cálculo 1,5,1.1,2022-1
514,Cálculo 1,5,4.1,2021-1
515,Álgebra lineal,3,4.3,2024-1
516,Almacenamiento de datos,2,2.2,2023-3
517,Formación Ciudadana III: Paz y Convivencia,1,2.3,2024-3
518,Inteligencia Artificial,4,4.9,2021-1
519,Estadística y Probabilidad I,1,1.4,2021-3
520,Formación Ciudadana II: Sociedad y Estado,1,4.7,2022-1
521,Sistemas Operativos,1,2.1,2021-3
522,Comunicación Oral y Escrita,3,2.6,2024-1
523,Estadística y Probabilidad I,4,2.4,2023-1
524,Administración para Ingenieros,2,4.6,2021-3
525,Ingles 1,3,2.4,2023-1
526,Administración para Ingenieros,4,1.1,2024-3
527,Lógica y Matemática Discreta,5,2.4,2023-3
528,Ingles 5,3,1.9,2022-3
529,Ingles 4,2,2.5,2022-1
530,Electiva Libre I,2,4.6,2021-3
531,Seguridad de la Información,4,1.0,2021-3
532,Electiva Profesional 1,2,4.5,2021-1
533,Electiva Profesional 3,3,2.1,2021-1
534,Electiva Profesional 1,4,2.5,2021-3
535,Electiva Profesional 1,3,1.3,2024-1
536,Analítica de Datos,2,3.0,2023-1
537,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,0.2,2023-1
538,Seguridad de la Información,2,2.7,2024-3
539,Electiva Profesional 2,5,0.4,2021-1
540,Electiva Libre I,1,0.1,2024-1
541,Matemáticas Fundamentales,3,0.2,2022-1
542,Electiva Libre I,3,2.6,2022-1
543,Almacenamiento de datos,4,2.8,2021-3
544,Estadística y Probabilidad I,5,1.5,2021-3
545,Electiva de  Ciencias Sociales,3,2.0,2022-1
546,Lógica y Matemática Discreta,4,1.7,2024-3
547,Analítica de Datos,3,4.5,2023-3
