id,nombreCurso,grupo,nota,periodo
136,Cálculo 1,2,4.6,2023-3
137,Ingles 1,3,1.7,2021-1
138,Introducción a la Ingeniería de Datos e Inteligencia Artificial,5,2.1,2021-1
139,Ingles 3,4,3.3,2022-1
140,Ingles 1,2,1.3,2024-3
141,Electiva de Lectura y Escritura,4,4.0,2024-3
142,Sistemas Operativos,1,0.7,2021-3
143,Comunicación Oral y Escrita,3,0.2,2021-1
144,Inteligencia Artificial,1,4.8,2021-1
145,Comunicación Oral y Escrita,1,0.8,2021-1
146,ETL (Extracción Transformación y Carga),3,2.8,2022-1
147,Administración para Ingenieros,3,2.5,2022-3
148,Electiva Profesional 3,3,0.7,2024-3
149,Seminario de Ing. de Datos e IA,4,3.6,2022-1
150,Formación Ciudadana III: Paz y Convivencia,5,1.8,2024-1
151,Almacenamiento de datos,2,4.1,2021-3
152,Cálculo 1,3,4.2,2024-3
153,Cálculo 2,5,2.9,2021-1
154,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,3.1,2024-1
155,Sistemas Operativos,4,2.1,2021-3
156,Sistemas Operativos,2,1.1,2023-3
157,Ingles 4,5,3.0,2022-1
158,Formación Ciudadana II: Sociedad y Estado,1,0.9,2021-1
159,Ingles 3,2,1.0,2023-3
160,Estadística y Probabilidad I,5,4.5,2022-1
161,Electiva Profesional 1,3,3.7,2023-1
162,Cálculo 1,3,2.9,2022-3
163,Legislación y Ética en el Manejo de Datos,3,3.1,2023-3
164,ETL (Extracción Transformación y Carga),2,0.7,2024-1
165,Administración para Ingenieros,1,1.0,2021-3
166,Seminario de Ing. de Datos e IA,4,4.4,2024-3
167,Ingles 3,3,2.7,2024-1
168,Estadística y Probabilidad I,1,2.6,2024-1
169,Matemáticas Fundamentales,2,2.6,2024-3
170,Ingles 1,3,3.9,2024-1
171,Inteligencia Artificial,3,3.6,2021-3
172,Analítica de Datos,4,2.0,2024-1
173,Ingeniería y Sostenibilidad,4,1.3,2022-1
174,Electiva de Lectura y Escritura,4,0.2,2022-1
175,Electiva de  Ciencias Sociales,5,3.6,2022-3
176,Administración para Ingenieros,1,0.1,2022-1
177,Almacenamiento de datos,1,1.3,2024-1
178,Electiva de Lectura y Escritura,4,1.4,2021-3
179,Electiva Libre I,2,0.1,2022-3
180,Almacenamiento de datos,2,4.1,2022-3
181,Cálculo 2,3,2.3,2021-1
182,Ingles 4,5,2.6,2021-1
183,Seguridad de la Información,2,3.1,2021-1
184,Cálculo 2,4,3.5,2024-1
185,Seminario de Ing. de Datos e IA,5,4.8,2022-3
186,Analítica de Datos,3,2.1,2023-1
187,Estadística y Probabilidad I,1,3.9,2024-1
188,Administración para Ingenieros,2,2.5,2024-1
189,Formación Ciudadana II: Sociedad y Estado,1,2.8,2022-3
190,Seminario de Ing. de Datos e IA,2,3.4,2023-1
191,Programación,3,3.2,2022-1
192,ETL (Extracción Transformación y Carga),3,1.5,2024-3
193,ETL (Extracción Transformación y Carga),5,0.5,2022-1
194,Electiva Libre I,1,0.5,2022-1
195,Electiva Libre I,4,4.9,2024-1
196,Seguridad de la Información,2,3.3,2024-3
197,Cálculo 1,1,0.8,2024-3
198,Electiva Libre I,2,3.1,2022-1
199,Electiva Profesional 1,3,3.9,2024-1
200,Legislación y Ética en el Manejo de Datos,5,4.0,2023-3
201,Electiva Profesional 1,2,3.8,2024-3
202,Formación Ciudadana II: Sociedad y Estado,3,1.3,2024-1
203,Innovación y Emprendimiento,5,1.6,2024-3
204,Electiva Profesional 3,5,1.2,2021-3
205,Legislación y Ética en el Manejo de Datos,2,4.8,2021-1
206,Electiva Profesional 2,1,4.3,2022-1
207,Seguridad de la Información,3,0.4,2024-1
208,Analítica de Datos,1,2.0,2021-3
209,Seguridad de la Información,5,3.4,2021-1
210,Innovación y Emprendimiento,4,1.8,2021-3
211,Cálculo 2,3,1.0,2023-3
212,Administración para Ingenieros,2,0.6,2022-3
213,Ingles 5,2,1.8,2024-3
214,Innovación y Emprendimiento,1,4.2,2024-1
215,Electiva de Lectura y Escritura,5,2.2,2024-1
216,Ingeniería y Sostenibilidad,5,4.1,2021-3
217,Ingles 2,1,4.1,2024-1
218,Formación Ciudadana II: Sociedad y Estado,3,1.5,2024-1
219,Seminario de Ing. de Datos e IA,1,0.1,2024-1
220,Ingles 2,5,2.5,2024-1
221,Estadística y Probabilidad II,3,1.3,2022-3
222,Seminario de Ing. de Datos e IA,2,5.0,2021-1
223,Analítica de Datos,4,0.9,2023-3
224,Ingeniería y Sostenibilidad,1,4.0,2024-1
225,Seminario de Ing. de Datos e IA,4,1.5,2023-1
226,Electiva de Lectura y Escritura,2,0.9,2022-3
227,Administración para Ingenieros,2,3.2,2023-3
228,Almacenamiento de datos,4,0.3,2023-3
229,Ingeniería y Sostenibilidad,3,0.8,2021-3
230,Sistemas Operativos,5,4.5,2022-1
231,Electiva Profesional 3,2,4.6,2024-1
232,Formación Ciudadana III: Paz y Convivencia,3,4.0,2023-3
233,Comunicación Oral y Escrita,1,2.1,2021-1
234,Lógica y Matemática Discreta,5,2.9,2024-3
235,Comunicación Oral y Escrita,3,2.1,2022-1
236,Estadística y Probabilidad I,5,1.0,2022-1
237,Electiva Profesional 3,3,1.3,2023-3
238,Formación Ciudadana I : Identidades y Pluralismo,1,4.8,2024-3
239,Cálculo 2,4,4.2,2022-1
240,Comunicación Oral y Escrita,1,2.9,2021-3
241,Administración para Ingenieros,4,1.8,2023-3
242,ETL (Extracción Transformación y Carga),1,3.3,2021-1
243,Seminario de Ing. de Datos e IA,1,4.0,2023-1
244,Electiva profesional 4,2,2.3,2023-1
245,Innovación y Emprendimiento,2,1.1,2023-1
246,Ingeniería y Sostenibilidad,4,1.0,2024-1
247,Administración para Ingenieros,2,3.7,2021-1
248,Electiva de  Ciencias Sociales,3,4.1,2021-3
249,Matemáticas Fundamentales,1,1.7,2024-1
250,Inteligencia Artificial,2,3.3,2022-1
251,Redes e Infraestructura,4,2.2,2021-1
252,Electiva Profesional 3,2,2.8,2022-3
253,Matemáticas Fundamentales,3,1.4,2024-3
254,Seminario de Ing. de Datos e IA,2,2.4,2024-3
255,Administración para Ingenieros,5,3.3,2024-3
256,Ingles 5,4,1.8,2023-1
257,Inteligencia Artificial,2,0.7,2022-1
258,Cálculo 1,5,1.5,2021-3
259,Electiva de Lectura y Escritura,2,3.9,2021-1
260,Ingles 5,3,0.3,2022-1
261,Ingeniería y Sostenibilidad,5,2.2,2024-1
262,Electiva Profesional 5,5,1.3,2022-1
263,Electiva Profesional 5,1,1.4,2021-1
264,Comunicación Oral y Escrita,2,1.5,2022-3
265,Cálculo 2,5,4.7,2022-1
266,Ingeniería y Sostenibilidad,3,3.3,2023-3
267,Ingles 3,4,4.4,2022-1
268,Redes e Infraestructura,3,0.9,2023-1
269,Almacenamiento de datos,3,1.1,2022-3
270,Analítica de Datos,4,3.6,2021-1
271,Electiva profesional 4,5,3.6,2021-3
272,Formación Ciudadana III: Paz y Convivencia,3,1.4,2024-3
273,Formación Ciudadana III: Paz y Convivencia,1,0.4,2024-3
274,Formación Ciudadana III: Paz y Convivencia,5,1.0,2024-1
275,Electiva de  Ciencias Sociales,1,1.9,2022-1
276,Sistemas Operativos,5,0.0,2023-3
277,Ingles 4,4,0.4,2021-1
278,Cálculo 2,1,2.3,2024-3
279,Inteligencia Artificial,2,4.7,2024-1
280,Programación,3,0.6,2024-3
281,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,2.1,2024-3
282,Programación,2,0.9,2022-3
283,Electiva de  Ciencias Sociales,3,2.0,2023-1
284,Programación,3,0.9,2023-1
285,Ingles 5,2,1.0,2022-3
286,Ingles 5,4,1.6,2024-1
287,Matemáticas Fundamentales,4,3.1,2022-1
288,Ingles 3,1,4.5,2021-1
289,Analítica de Datos,5,2.4,2023-3
290,Álgebra lineal,1,1.3,2023-3
291,ETL (Extracción Transformación y Carga),5,0.3,2023-1
292,Sistemas Operativos,5,4.0,2022-3
293,Electiva profesional 4,5,3.9,2022-1
294,Seminario de Ing. de Datos e IA,3,2.5,2024-3
295,Ingles 5,1,2.4,2024-3
296,Matemáticas Fundamentales,5,1.4,2022-3
297,Formación Ciudadana I : Identidades y Pluralismo,3,4.0,2024-1
298,Legislación y Ética en el Manejo de Datos,5,2.5,2024-3
299,Álgebra lineal,2,1.9,2022-1
300,Formación Ciudadana I : Identidades y Pluralismo,3,0.5,2022-3
301,Programación,2,4.8,2021-1
302,Ingles 4,2,1.9,2024-1
303,Comunicación Oral y Escrita,4,3.8,2024-3
304,Seguridad de la Información,4,3.1,2024-1
305,Electiva Profesional 2,3,0.2,2024-3
306,Comunicación Oral y Escrita,5,2.5,2022-1
307,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,2.1,2024-1
308,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,4.2,2024-3
309,Redes e Infraestructura,2,0.8,2022-3
310,Electiva Profesional 3,2,3.2,2022-1
311,Almacenamiento de datos,3,3.2,2022-3
312,Comunicación Oral y Escrita,1,0.7,2024-3
313,Ingles 3,2,1.1,2022-3
314,Estadística y Probabilidad I,4,1.1,2024-1
315,Almacenamiento de datos,3,0.7,2022-1
316,Electiva Libre I,2,0.5,2021-3
317,Álgebra lineal,2,3.2,2021-3
318,Cálculo 2,1,3.9,2022-3
319,Electiva Profesional 5,1,2.3,2021-1
320,Formación Ciudadana I : Identidades y Pluralismo,1,2.5,2021-1
321,Programación,2,3.4,2021-3
322,Inteligencia Artificial,2,4.3,2024-1
323,Ingles 1,2,2.8,2022-1
324,Cálculo 2,5,3.4,2024-3
325,Seminario de Ing. de Datos e IA,3,1.6,2021-3
326,Electiva Profesional 3,5,0.8,2022-3
327,Electiva Libre I,5,1.1,2024-1
328,Innovación y Emprendimiento,2,1.9,2024-3
329,Administración para Ingenieros,2,3.7,2021-1
330,Electiva Profesional 3,2,0.7,2024-3
331,Cálculo 2,2,2.6,2022-1
332,Ingles 4,3,4.4,2023-1
333,Electiva Libre I,2,1.3,2024-1
334,Legislación y Ética en el Manejo de Datos,5,1.9,2022-3
335,Electiva Profesional 5,2,2.1,2021-1
336,Electiva Profesional 5,5,3.2,2024-3
337,Electiva Profesional 5,1,4.8,2021-1
338,Almacenamiento de datos,2,0.2,2023-3
339,Estadística y Probabilidad II,3,2.1,2022-3
340,Formación Ciudadana III: Paz y Convivencia,3,0.6,2024-3
341,Administración para Ingenieros,3,2.2,2023-1
342,Programación,4,1.2,2024-3
343,Cálculo 2,5,2.3,2022-1
344,Ingles 2,5,0.9,2023-3
345,Redes e Infraestructura,3,2.8,2021-3
346,Redes e Infraestructura,4,3.5,2023-3
347,Sistemas Operativos,4,4.2,2021-3
348,Electiva Profesional 2,3,1.5,2021-1
349,Ingles 5,4,2.7,2024-3
350,Formación Ciudadana I : Identidades y Pluralismo,2,2.7,2022-1
351,Cálculo 1,4,1.8,2021-1
352,Estadística y Probabilidad II,1,2.7,2024-1
353,Seguridad de la Información,3,2.8,2023-3
354,Electiva Profesional 2,3,1.1,2022-3
355,Ingles 4,3,1.1,2024-1
356,Ingles 1,5,1.8,2024-3
357,Estadística y Probabilidad I,5,4.6,2024-3
358,Cálculo 1,3,0.9,2024-1
359,Comunicación Oral y Escrita,4,3.9,2022-1
360,Ingles 3,2,4.0,2024-1
361,Programación,3,5.0,2024-1
362,Cálculo 2,1,2.2,2024-1
363,Ingles 5,3,0.4,2023-3
364,Electiva Profesional 2,5,4.7,2021-1
365,Innovación y Emprendimiento,2,3.2,2024-3
366,Electiva de  Ciencias Sociales,1,1.8,2024-3
367,Ingles 1,5,4.9,2022-1
368,Ingles 2,5,3.5,2024-1
369,Administración para Ingenieros,1,3.4,2023-1
370,Electiva Profesional 5,4,3.1,2024-1
371,Electiva Profesional 3,5,1.9,2023-1
372,Matemáticas Fundamentales,2,2.4,2021-1
373,Ingles 2,5,3.1,2023-1
374,Ingles 3,1,1.8,2024-1
375,Matemáticas Fundamentales,3,0.2,2022-3
376,Ingles 1,3,3.0,2022-1
377,Formación Ciudadana I : Identidades y Pluralismo,4,0.7,2023-1
378,Innovación y Emprendimiento,1,1.9,2022-1
379,Innovación y Emprendimiento,3,2.2,2023-1
380,Seguridad de la Información,5,4.0,2022-1
381,Inteligencia Artificial,2,2.3,2023-1
382,Ingles 4,4,2.7,2021-1
383,Seminario de Ing. de Datos e IA,5,3.3,2024-3
384,Electiva profesional 4,4,1.4,2021-3
385,ETL (Extracción Transformación y Carga),4,1.6,2023-1
386,Legislación y Ética en el Manejo de Datos,1,1.5,2022-3
387,Electiva de  Ciencias Sociales,1,3.6,2023-3
388,Ingles 2,2,1.9,2022-3
389,Innovación y Emprendimiento,5,1.1,2022-1
390,Redes e Infraestructura,1,1.7,2021-1
391,Seminario de Ing. de Datos e IA,3,4.1,2022-3
392,Comunicación Oral y Escrita,4,0.9,2023-1
393,Cálculo 2,2,2.4,2021-1
394,Inteligencia Artificial,1,3.6,2024-1
395,Almacenamiento de datos,5,4.7,2021-1
396,Electiva profesional 4,5,4.5,2023-1
397,Ingles 4,4,1.6,2022-3
398,Matemáticas Fundamentales,3,4.1,2024-1
399,Ingeniería y Sostenibilidad,5,0.8,2023-1
400,Ingles 4,5,1.1,2021-1
401,Comunicación Oral y Escrita,2,4.1,2024-1
402,Ingles 3,1,1.2,2022-1
403,Electiva Profesional 1,3,4.8,2024-1
404,Álgebra lineal,3,2.5,2021-3
405,Electiva de  Ciencias Sociales,3,4.9,2021-3
406,Estadística y Probabilidad I,2,1.1,2023-3
407,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.4,2021-1
408,Almacenamiento de datos,1,2.7,2023-1
409,Lógica y Matemática Discreta,1,1.0,2023-3
410,Álgebra lineal,5,3.0,2021-3
411,Electiva Profesional 1,5,3.2,2021-3
412,ETL (Extracción Transformación y Carga),4,2.9,2022-3
413,Analítica de Datos,5,4.2,2024-3
414,Innovación y Emprendimiento,1,5.0,2021-3
415,Electiva Profesional 1,3,3.6,2023-1
416,Ingeniería y Sostenibilidad,4,0.4,2021-3
417,Electiva Libre I,2,1.7,2024-3
418,Cálculo 1,1,2.4,2024-3
419,Electiva Profesional 5,1,1.8,2021-1
420,Ingles 1,3,2.6,2024-1
421,Comunicación Oral y Escrita,1,3.3,2024-3
422,Sistemas Operativos,4,3.9,2021-1
423,Electiva Profesional 2,1,2.9,2024-1
424,Estadística y Probabilidad II,3,1.2,2023-3
425,Ingles 4,5,3.4,2022-1
426,Ingles 3,5,1.4,2021-3
427,Electiva Profesional 5,2,1.4,2023-1
428,Electiva profesional 4,5,4.9,2024-3
429,Matemáticas Fundamentales,3,2.0,2022-1
430,Ingles 1,2,1.6,2024-1
431,Ingles 1,4,3.4,2022-1
432,Cálculo 2,2,3.3,2024-1
433,Álgebra lineal,3,0.8,2023-3
434,Formación Ciudadana II: Sociedad y Estado,5,2.5,2023-1
435,Formación Ciudadana III: Paz y Convivencia,2,2.2,2024-3
436,Inteligencia Artificial,2,0.2,2023-1
437,Redes e Infraestructura,2,3.2,2023-3
438,Ingeniería y Sostenibilidad,4,3.1,2021-3
439,Matemáticas Fundamentales,3,3.4,2022-1
440,Electiva Profesional 5,5,4.4,2022-3
441,Legislación y Ética en el Manejo de Datos,3,1.3,2021-3
442,Inteligencia Artificial,3,3.8,2022-3
443,Electiva Libre I,1,3.7,2022-1
444,Ingles 3,5,3.5,2022-3
445,Electiva de Lectura y Escritura,5,4.9,2021-1
446,Almacenamiento de datos,3,4.1,2022-3
447,Analítica de Datos,2,0.3,2022-1
448,Lógica y Matemática Discreta,4,2.4,2022-3
449,Ingles 5,3,1.2,2021-3
450,Formación Ciudadana II: Sociedad y Estado,4,3.1,2021-3
451,Administración para Ingenieros,5,2.5,2024-3
452,Electiva Profesional 2,3,3.4,2022-3
453,Lógica y Matemática Discreta,5,2.3,2023-1
454,Formación Ciudadana II: Sociedad y Estado,5,3.0,2022-3
455,ETL (Extracción Transformación y Carga),5,4.2,2022-1
456,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,3.3,2022-3
457,Electiva Profesional 1,4,1.9,2023-1
458,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.1,2022-3
459,Innovación y Emprendimiento,5,4.3,2022-3
460,Comunicación Oral y Escrita,2,0.1,2023-1
461,Formación Ciudadana III: Paz y Convivencia,4,2.9,2023-3
462,Ingles 4,5,2.5,2023-3
463,Seminario de Ing. de Datos e IA,1,1.0,2024-1
464,Ingles 4,2,0.7,2024-3
465,Ingles 3,2,0.8,2021-3
466,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,2.7,2021-1
467,Electiva de Lectura y Escritura,2,2.5,2022-3
468,Legislación y Ética en el Manejo de Datos,3,2.7,2022-1
469,Electiva Profesional 5,3,1.9,2024-3
470,Ingles 1,4,0.4,2024-3
471,Administración para Ingenieros,3,4.6,2022-3
472,Electiva Libre I,1,0.8,2021-1
473,Electiva de  Ciencias Sociales,2,3.5,2023-1
474,ETL (Extracción Transformación y Carga),3,0.6,2021-3
475,Administración para Ingenieros,1,0.1,2024-1
476,Formación Ciudadana III: Paz y Convivencia,5,2.7,2024-1
477,Legislación y Ética en el Manejo de Datos,4,4.1,2024-3
478,Ingles 2,4,3.7,2023-3
479,Seminario de Ing. de Datos e IA,2,4.3,2021-3
480,Electiva de  Ciencias Sociales,3,4.7,2021-1
481,Formación Ciudadana II: Sociedad y Estado,1,4.4,2022-1
482,Electiva Profesional 5,1,2.6,2024-1
483,Cálculo 2,5,0.4,2021-3
484,Electiva Profesional 1,2,1.9,2022-3
485,Álgebra lineal,2,2.3,2024-3
486,Redes e Infraestructura,5,3.3,2022-3
487,Electiva de  Ciencias Sociales,3,0.5,2023-3
488,Programación,4,3.6,2022-3
489,Ingles 2,3,2.5,2024-3
490,Ingles 4,3,2.7,2023-3
491,Ingles 2,5,0.3,2024-3
492,Electiva de  Ciencias Sociales,5,1.6,2023-1
493,Analítica de Datos,3,3.9,2021-3
494,Administración para Ingenieros,1,2.7,2023-3
495,Ingeniería y Sostenibilidad,3,0.9,2022-3
496,Ingeniería y Sostenibilidad,4,2.0,2023-3
497,Electiva profesional 4,1,4.1,2023-1
498,Electiva profesional 4,4,4.0,2021-1
499,Electiva Profesional 5,1,4.3,2023-3
500,Ingles 1,2,1.0,2023-3
501,Redes e Infraestructura,5,4.8,2023-1
502,Formación Ciudadana II: Sociedad y Estado,4,0.8,2022-3
503,Electiva Profesional 1,5,2.2,2024-1
504,Álgebra lineal,5,3.0,2024-1
505,Formación Ciudadana II: Sociedad y Estado,4,1.0,2023-3
506,Analítica de Datos,3,4.7,2024-1
507,Estadística y Probabilidad I,4,4.6,2021-3
508,Electiva Libre I,5,3.5,2022-1
509,Ingles 5,3,2.6,2024-3
510,Matemáticas Fundamentales,5,0.9,2024-3
511,Electiva Profesional 2,2,0.3,2024-1
512,Seguridad de la Información,5,3.6,2023-1
513,Electiva Profesional 2,3,0.3,2024-1
514,Ingles 4,4,0.1,2024-1
515,Lógica y Matemática Discreta,1,2.5,2022-1
516,Inteligencia Artificial,4,3.2,2021-1
517,Ingles 3,4,2.9,2022-3
518,Formación Ciudadana III: Paz y Convivencia,2,1.7,2024-1
519,Analítica de Datos,1,3.6,2024-3
520,Electiva Profesional 1,2,4.8,2022-3
521,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,0.2,2021-3
522,ETL (Extracción Transformación y Carga),4,2.6,2024-1
523,Formación Ciudadana I : Identidades y Pluralismo,5,0.6,2023-1
524,Cálculo 2,3,4.4,2023-3
525,Estadística y Probabilidad II,2,3.1,2023-3
526,Seguridad de la Información,1,0.6,2023-3
527,Comunicación Oral y Escrita,3,4.0,2021-1
528,Estadística y Probabilidad II,3,4.1,2023-3
529,Electiva Libre I,1,0.7,2021-3
530,Almacenamiento de datos,3,0.6,2024-1
531,Seminario de Ing. de Datos e IA,5,3.9,2023-1
532,Electiva de  Ciencias Sociales,4,2.8,2022-1
533,Ingles 1,2,1.6,2023-3
534,Lógica y Matemática Discreta,5,3.7,2021-1
535,ETL (Extracción Transformación y Carga),2,0.2,2023-1
536,Electiva Profesional 5,4,4.5,2024-3
537,Innovación y Emprendimiento,4,3.3,2023-3
538,Ingles 5,2,2.6,2022-1
539,Inteligencia Artificial,1,2.6,2021-3
540,Inteligencia Artificial,1,4.1,2023-3
541,Administración para Ingenieros,2,1.1,2021-1
542,Formación Ciudadana II: Sociedad y Estado,1,3.8,2023-1
543,Seguridad de la Información,3,4.9,2021-3
544,Estadística y Probabilidad I,4,0.5,2024-3
545,Electiva de Lectura y Escritura,5,4.7,2023-3
546,Administración para Ingenieros,5,1.6,2023-1
547,Formación Ciudadana I : Identidades y Pluralismo,4,0.8,2023-3
548,Almacenamiento de datos,2,2.2,2024-1
549,Estadística y Probabilidad I,3,3.5,2021-1
550,Electiva Profesional 3,1,0.3,2023-1
