id,nombreCurso,grupo,nota,periodo
40,Electiva Profesional 3,3,0.7,2022-1
41,Electiva Profesional 3,2,0.9,2022-1
42,Electiva Profesional 2,3,0.8,2021-3
43,Formación Ciudadana I : Identidades y Pluralismo,1,3.4,2021-1
44,Ingeniería y Sostenibilidad,2,2.9,2021-3
45,Electiva Profesional 5,3,3.3,2024-3
46,Estadística y Probabilidad I,1,0.3,2021-1
47,Innovación y Emprendimiento,1,1.0,2024-3
48,Electiva Profesional 1,4,0.2,2022-1
49,Comunicación Oral y Escrita,1,0.1,2022-1
50,Electiva Libre I,2,4.0,2022-3
51,Formación Ciudadana III: Paz y Convivencia,3,1.7,2024-1
52,Electiva Profesional 2,1,0.5,2021-1
53,Redes e Infraestructura,3,2.6,2024-3
54,Electiva profesional 4,4,0.2,2024-3
55,Redes e Infraestructura,1,3.2,2021-1
56,Electiva Profesional 3,4,1.9,2022-3
57,Cálculo 2,1,3.7,2022-3
58,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,3.8,2022-3
59,Ingeniería y Sostenibilidad,4,3.0,2024-1
60,Electiva Profesional 1,4,4.9,2024-1
61,Electiva de  Ciencias Sociales,3,4.8,2024-3
62,Ingles 5,2,2.7,2023-1
63,Innovación y Emprendimiento,2,0.5,2021-3
64,Redes e Infraestructura,1,0.6,2022-1
65,Sistemas Operativos,1,1.0,2022-1
66,Cálculo 2,2,0.9,2023-3
67,Ingles 2,4,0.8,2021-1
68,Ingles 2,4,2.8,2022-3
69,Analítica de Datos,3,2.8,2024-3
70,Ingles 4,1,3.8,2023-3
71,Matemáticas Fundamentales,2,1.5,2022-1
72,ETL (Extracción Transformación y Carga),3,3.8,2023-1
73,Electiva de Lectura y Escritura,1,2.5,2024-1
74,Matemáticas Fundamentales,2,4.9,2021-1
75,Inteligencia Artificial,4,1.6,2024-1
76,Electiva Libre I,3,4.0,2023-1
77,Electiva Profesional 2,3,2.4,2022-1
78,Ingles 3,3,1.3,2022-1
79,Formación Ciudadana II: Sociedad y Estado,2,4.4,2024-1
80,Ingeniería y Sostenibilidad,3,3.7,2024-1
81,Cálculo 1,4,4.7,2023-1
82,Programación,4,2.3,2024-3
83,Seguridad de la Información,1,4.5,2021-3
84,Legislación y Ética en el Manejo de Datos,4,4.5,2022-3
85,Inteligencia Artificial,3,2.7,2023-3
86,Ingeniería y Sostenibilidad,4,1.7,2023-1
87,Formación Ciudadana II: Sociedad y Estado,3,0.7,2023-1
88,Electiva Profesional 2,2,3.3,2024-1
89,Electiva Libre I,3,1.3,2022-1
90,Legislación y Ética en el Manejo de Datos,4,3.2,2021-3
91,Ingles 4,4,1.9,2021-1
92,Sistemas Operativos,2,0.4,2022-1
93,Administración para Ingenieros,4,1.8,2021-3
94,Formación Ciudadana II: Sociedad y Estado,3,3.4,2022-1
95,Ingles 3,2,2.8,2024-3
96,Formación Ciudadana II: Sociedad y Estado,1,1.6,2021-3
97,Seminario de Ing. de Datos e IA,4,2.5,2024-3
98,Electiva de Lectura y Escritura,3,1.0,2021-1
99,Electiva Profesional 3,1,1.1,2022-1
100,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,1.8,2022-3
101,Seguridad de la Información,3,2.7,2024-3
102,Matemáticas Fundamentales,1,3.6,2022-1
103,Legislación y Ética en el Manejo de Datos,3,3.0,2022-1
104,Innovación y Emprendimiento,3,4.5,2023-3
105,Almacenamiento de datos,1,2.4,2022-3
106,Estadística y Probabilidad II,2,3.3,2022-1
107,Ingles 2,1,3.7,2024-3
108,Cálculo 2,1,4.0,2024-3
109,Formación Ciudadana I : Identidades y Pluralismo,1,2.5,2021-1
110,Almacenamiento de datos,2,2.5,2024-1
111,Electiva de  Ciencias Sociales,1,2.9,2022-1
112,Electiva Libre I,3,0.9,2024-3
113,Electiva Profesional 2,3,1.9,2023-3
114,Almacenamiento de datos,2,3.1,2022-3
115,Formación Ciudadana III: Paz y Convivencia,1,4.6,2023-1
116,Electiva profesional 4,2,2.2,2023-1
117,Electiva Profesional 2,2,0.7,2023-3
118,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,3.5,2023-1
119,Cálculo 2,2,0.0,2023-3
120,Programación,2,1.9,2022-1
121,Electiva profesional 4,3,1.0,2024-1
122,Analítica de Datos,3,1.9,2024-1
123,Innovación y Emprendimiento,1,3.4,2024-1
124,Ingles 5,2,4.9,2022-1
125,Sistemas Operativos,4,3.7,2022-3
126,Matemáticas Fundamentales,2,2.2,2021-3
127,Almacenamiento de datos,3,1.7,2024-1
128,Inteligencia Artificial,3,4.8,2024-1
129,Electiva Profesional 5,1,0.0,2022-1
130,Inteligencia Artificial,1,2.5,2024-3
131,Matemáticas Fundamentales,4,2.3,2022-3
132,Administración para Ingenieros,4,1.9,2023-3
133,Estadística y Probabilidad II,2,4.2,2024-1
134,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,1.5,2024-1
135,Electiva Profesional 2,3,4.8,2022-1
136,Formación Ciudadana II: Sociedad y Estado,4,1.0,2024-1
137,Cálculo 2,3,1.2,2022-1
138,Almacenamiento de datos,3,0.6,2022-3
139,Ingles 5,2,0.4,2024-1
140,Comunicación Oral y Escrita,4,2.5,2024-1
141,Ingles 2,2,2.3,2022-1
142,Programación,4,0.3,2021-1
143,Formación Ciudadana III: Paz y Convivencia,2,4.8,2024-1
144,Analítica de Datos,2,0.9,2021-1
145,ETL (Extracción Transformación y Carga),3,3.9,2024-1
146,Estadística y Probabilidad I,4,2.2,2024-3
147,Ingeniería y Sostenibilidad,2,4.9,2024-1
148,Electiva profesional 4,2,0.7,2024-1
149,Electiva de Lectura y Escritura,1,1.2,2022-1
150,Almacenamiento de datos,2,0.5,2023-1
151,Legislación y Ética en el Manejo de Datos,4,4.8,2022-3
152,Electiva Profesional 3,2,4.4,2022-1
153,Electiva Profesional 1,2,2.2,2021-1
154,Redes e Infraestructura,1,3.8,2021-3
155,Lógica y Matemática Discreta,4,0.6,2024-1
156,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.3,2023-3
157,Cálculo 1,2,1.3,2023-1
158,Estadística y Probabilidad II,3,3.8,2023-3
159,Electiva Libre I,3,1.7,2024-1
160,Electiva Profesional 5,2,1.7,2023-3
161,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4,1.9,2023-3
162,Estadística y Probabilidad II,2,0.3,2021-3
163,Inteligencia Artificial,2,1.7,2024-1
164,Formación Ciudadana II: Sociedad y Estado,4,0.8,2021-3
165,Ingeniería y Sostenibilidad,2,0.8,2023-3
166,Electiva de Lectura y Escritura,3,3.8,2021-1
167,Almacenamiento de datos,2,4.6,2021-1
168,Formación Ciudadana I : Identidades y Pluralismo,1,3.1,2024-1
169,Electiva de  Ciencias Sociales,4,3.4,2024-1
170,Ingles 2,1,2.4,2024-1
171,Inteligencia Artificial,2,2.9,2024-1
172,Redes e Infraestructura,4,3.7,2021-1
173,Administración para Ingenieros,1,0.9,2022-1
174,Ingles 3,1,3.2,2024-1
175,Ingles 2,3,3.9,2022-3
176,Analítica de Datos,3,4.6,2022-1
177,Electiva Profesional 1,2,4.3,2022-3
178,Programación,2,4.7,2022-3
179,Analítica de Datos,3,2.2,2021-1
180,Cálculo 1,4,2.8,2021-3
181,Ingles 4,2,2.0,2021-1
182,Innovación y Emprendimiento,2,0.5,2023-1
183,Formación Ciudadana I : Identidades y Pluralismo,2,1.5,2021-3
184,Electiva de  Ciencias Sociales,4,3.2,2021-1
185,Ingeniería y Sostenibilidad,1,4.0,2023-1
186,Analítica de Datos,4,2.5,2021-3
187,Matemáticas Fundamentales,1,1.6,2023-1
188,Analítica de Datos,2,0.5,2021-3
189,Ingles 5,1,3.3,2022-1
190,Inteligencia Artificial,4,0.1,2024-3
191,Estadística y Probabilidad II,4,2.6,2024-3
192,Ingles 4,2,2.1,2023-1
193,Lógica y Matemática Discreta,4,4.0,2021-1
194,Ingeniería y Sostenibilidad,1,0.4,2021-3
195,Legislación y Ética en el Manejo de Datos,1,4.0,2021-1
196,Inteligencia Artificial,1,0.4,2024-3
197,Formación Ciudadana I : Identidades y Pluralismo,1,1.9,2024-3
198,Analítica de Datos,4,1.9,2021-1
199,Electiva de Lectura y Escritura,4,3.4,2024-1
200,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,0.7,2022-3
201,Innovación y Emprendimiento,4,3.9,2022-1
202,Legislación y Ética en el Manejo de Datos,3,2.0,2024-3
203,Ingles 5,2,1.3,2023-3
204,Matemáticas Fundamentales,1,3.4,2021-3
205,Electiva de  Ciencias Sociales,3,0.7,2021-3
206,Electiva Profesional 2,4,2.1,2023-1
207,Electiva de  Ciencias Sociales,2,1.4,2022-3
208,Legislación y Ética en el Manejo de Datos,1,2.2,2023-3
209,Electiva profesional 4,2,1.6,2024-3
210,Estadística y Probabilidad I,2,4.1,2022-3
211,Formación Ciudadana I : Identidades y Pluralismo,3,4.7,2024-3
212,Electiva de Lectura y Escritura,2,3.0,2024-1
213,Ingles 3,2,0.0,2024-3
214,Ingles 4,3,2.2,2021-1
215,Álgebra lineal,4,4.1,2021-3
216,Electiva Profesional 3,3,2.2,2022-1
217,Formación Ciudadana III: Paz y Convivencia,4,1.9,2022-3
218,Matemáticas Fundamentales,1,2.2,2022-3
219,Ingles 2,1,1.2,2023-3
220,Ingles 2,1,0.2,2021-3
221,Administración para Ingenieros,2,0.3,2021-3
222,Programación,4,4.4,2023-3
223,Ingles 2,1,0.9,2022-1
224,ETL (Extracción Transformación y Carga),2,0.4,2022-1
225,Ingles 5,4,4.2,2023-3
226,Electiva Profesional 5,2,4.0,2021-1
227,Innovación y Emprendimiento,2,0.1,2021-1
228,Electiva Profesional 2,3,2.6,2022-3
229,Programación,1,0.4,2024-1
230,Comunicación Oral y Escrita,1,1.6,2024-1
231,Cálculo 2,1,3.9,2022-3
232,Redes e Infraestructura,1,3.7,2023-3
233,Estadística y Probabilidad II,4,1.6,2024-3
234,Electiva Profesional 3,4,4.0,2023-1
235,Ingles 1,1,1.9,2023-1
236,Legislación y Ética en el Manejo de Datos,2,1.1,2022-1
237,Estadística y Probabilidad II,2,1.9,2022-1
238,Matemáticas Fundamentales,1,1.9,2021-3
239,Electiva de Lectura y Escritura,2,3.5,2021-1
240,Administración para Ingenieros,2,1.8,2022-3
241,Ingles 2,2,1.0,2024-3
242,Matemáticas Fundamentales,2,1.3,2021-3
243,Ingles 3,3,1.1,2021-3
244,ETL (Extracción Transformación y Carga),4,2.9,2022-3
245,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,2.7,2023-1
246,Sistemas Operativos,2,3.2,2022-1
247,Administración para Ingenieros,4,0.6,2023-1
248,Cálculo 2,3,2.3,2021-1
249,Electiva Profesional 5,3,2.8,2024-1
250,Ingles 5,1,0.6,2024-1
251,Ingles 2,3,0.7,2024-1
252,Formación Ciudadana II: Sociedad y Estado,2,2.2,2021-3
253,Ingeniería y Sostenibilidad,2,1.0,2022-1
254,Sistemas Operativos,3,0.9,2021-1
255,Programación,3,4.9,2021-3
256,Administración para Ingenieros,3,3.8,2023-3
257,Estadística y Probabilidad I,3,0.2,2024-1
258,Estadística y Probabilidad II,3,0.1,2023-3
259,Formación Ciudadana III: Paz y Convivencia,3,0.3,2024-1
260,Electiva Profesional 3,2,3.6,2024-1
261,Electiva Profesional 5,3,4.1,2024-3
262,Seguridad de la Información,3,4.2,2024-3
263,Formación Ciudadana III: Paz y Convivencia,2,4.4,2023-3
264,Electiva de Lectura y Escritura,1,1.8,2023-1
265,Electiva profesional 4,1,3.3,2023-1
266,Ingles 2,3,2.4,2023-1
267,Seguridad de la Información,3,2.6,2021-3
268,Administración para Ingenieros,3,4.7,2023-3
269,Cálculo 2,2,1.5,2023-3
270,Innovación y Emprendimiento,4,4.9,2021-1
271,Cálculo 2,1,0.8,2021-3
272,Innovación y Emprendimiento,1,4.2,2023-1
273,Estadística y Probabilidad II,1,2.3,2021-3
274,Ingles 2,1,2.6,2024-1
275,Ingeniería y Sostenibilidad,1,1.3,2024-1
276,Electiva de  Ciencias Sociales,4,3.5,2024-1
277,Formación Ciudadana III: Paz y Convivencia,1,3.2,2024-3
278,Electiva profesional 4,4,4.0,2024-1
279,Seminario de Ing. de Datos e IA,1,4.8,2021-3
280,Seminario de Ing. de Datos e IA,1,4.2,2022-1
281,Analítica de Datos,1,2.0,2023-1
282,Electiva de  Ciencias Sociales,2,0.9,2023-1
283,Electiva de Lectura y Escritura,2,3.0,2023-1
284,Electiva profesional 4,2,3.1,2023-1
285,Electiva de Lectura y Escritura,3,2.9,2024-1
286,Analítica de Datos,2,0.4,2023-1
287,Seguridad de la Información,2,3.1,2023-1
288,Programación,4,1.3,2023-3
289,Electiva Profesional 3,2,3.1,2022-1
290,Redes e Infraestructura,3,3.3,2024-1
291,Estadística y Probabilidad II,4,1.4,2023-1
292,Ingles 5,3,2.6,2024-1
293,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,3.7,2024-1
294,Ingles 3,3,1.4,2021-1
295,Ingles 3,4,4.5,2023-1
296,Matemáticas Fundamentales,4,3.9,2021-1
297,Electiva de  Ciencias Sociales,1,0.2,2021-1
298,Analítica de Datos,4,1.3,2024-1
299,Formación Ciudadana I : Identidades y Pluralismo,1,0.2,2023-1
300,Álgebra lineal,1,3.0,2023-3
301,Electiva Profesional 3,4,0.1,2021-3
302,Electiva Libre I,4,0.4,2024-1
303,Almacenamiento de datos,3,2.2,2024-1
304,Electiva de Lectura y Escritura,3,1.6,2021-1
305,Electiva de  Ciencias Sociales,1,0.4,2021-1
306,Ingles 4,3,1.9,2024-3
307,Cálculo 2,1,1.8,2023-3
308,Estadística y Probabilidad II,4,4.6,2023-3
309,Administración para Ingenieros,3,1.4,2024-3
310,Redes e Infraestructura,1,4.5,2021-1
311,Matemáticas Fundamentales,1,3.6,2024-3
312,Matemáticas Fundamentales,1,2.5,2021-3
313,Seguridad de la Información,3,2.7,2024-1
314,Electiva Profesional 1,2,3.9,2022-3
315,Electiva Profesional 1,2,4.3,2023-1
316,Matemáticas Fundamentales,3,0.1,2022-1
317,Administración para Ingenieros,2,0.3,2022-3
318,Ingles 2,4,4.9,2023-1
319,Legislación y Ética en el Manejo de Datos,1,4.3,2022-1
320,Ingles 3,3,5.0,2022-3
321,Cálculo 1,1,1.5,2022-3
322,Electiva de  Ciencias Sociales,4,2.5,2021-3
323,Innovación y Emprendimiento,3,5.0,2023-1
324,Formación Ciudadana III: Paz y Convivencia,1,0.0,2021-3
325,Ingles 2,3,4.7,2022-3
326,Formación Ciudadana III: Paz y Convivencia,4,4.1,2024-1
327,Cálculo 2,3,4.7,2024-3
328,ETL (Extracción Transformación y Carga),3,2.5,2022-3
329,Programación,3,1.1,2022-3
330,Formación Ciudadana III: Paz y Convivencia,1,0.9,2023-3
331,Ingles 1,4,0.7,2023-1
332,Ingles 1,3,0.8,2023-1
333,Lógica y Matemática Discreta,4,4.1,2021-3
334,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1,1.6,2024-3
335,Ingles 1,1,2.3,2024-3
336,Matemáticas Fundamentales,2,2.8,2021-3
337,Ingles 5,3,3.0,2024-1
338,Redes e Infraestructura,2,3.9,2022-1
339,Almacenamiento de datos,3,4.0,2023-3
340,Electiva de Lectura y Escritura,2,2.4,2021-3
341,Formación Ciudadana II: Sociedad y Estado,3,1.5,2023-3
342,Electiva de Lectura y Escritura,3,3.9,2024-1
343,Electiva Profesional 5,2,1.3,2023-3
344,Sistemas Operativos,2,0.7,2023-3
345,Formación Ciudadana I : Identidades y Pluralismo,3,1.1,2024-1
346,Electiva Profesional 1,4,0.0,2021-3
347,Administración para Ingenieros,3,3.2,2021-3
348,Ingles 3,3,3.4,2022-3
349,Electiva Profesional 1,4,0.5,2022-3
350,Estadística y Probabilidad II,3,2.4,2022-1
351,ETL (Extracción Transformación y Carga),2,3.5,2023-3
352,Electiva profesional 4,3,4.3,2022-1
353,Legislación y Ética en el Manejo de Datos,2,3.0,2023-3
354,Cálculo 1,4,0.3,2022-3
355,Almacenamiento de datos,3,0.4,2022-3
356,Ingles 1,1,1.5,2023-1
357,Analítica de Datos,2,0.5,2022-1
358,Lógica y Matemática Discreta,3,2.5,2022-3
359,ETL (Extracción Transformación y Carga),2,0.9,2021-3
360,Programación,1,1.6,2022-1
361,Ingles 3,1,0.6,2024-1
362,Ingles 2,3,1.9,2024-1
363,Inteligencia Artificial,3,4.9,2024-1
364,Sistemas Operativos,4,3.2,2023-3
365,Electiva Profesional 3,3,4.5,2022-3
366,Electiva Profesional 1,3,4.4,2021-1
367,Innovación y Emprendimiento,1,2.2,2024-3
368,Electiva Libre I,4,2.0,2021-1
369,Legislación y Ética en el Manejo de Datos,1,2.9,2021-1
370,Estadística y Probabilidad II,2,4.8,2021-1
371,Electiva Profesional 1,1,3.2,2021-3
372,Redes e Infraestructura,4,4.7,2022-1
373,Matemáticas Fundamentales,3,3.4,2021-1
374,Cálculo 1,3,0.2,2024-1
375,Estadística y Probabilidad I,4,3.4,2022-3
376,Formación Ciudadana II: Sociedad y Estado,4,5.0,2024-1
377,Ingles 3,4,4.9,2023-3
378,Legislación y Ética en el Manejo de Datos,2,2.1,2023-1
379,Electiva Profesional 5,1,2.4,2023-3
380,Programación,1,4.7,2021-3
381,ETL (Extracción Transformación y Carga),3,1.8,2022-1
382,Electiva profesional 4,3,0.8,2022-3
383,Electiva de  Ciencias Sociales,2,0.8,2023-1
384,ETL (Extracción Transformación y Carga),3,1.0,2021-1
385,Ingeniería y Sostenibilidad,4,0.1,2024-3
386,Ingles 2,2,3.8,2022-3
387,Estadística y Probabilidad I,4,2.2,2022-1
388,Formación Ciudadana II: Sociedad y Estado,1,0.8,2024-3
389,Estadística y Probabilidad I,1,3.5,2024-3
390,Sistemas Operativos,2,4.9,2023-1
391,Ingles 1,4,3.4,2021-3
392,Innovación y Emprendimiento,3,0.5,2023-1
393,Electiva Profesional 5,1,1.1,2021-1
394,Formación Ciudadana I : Identidades y Pluralismo,2,2.8,2023-1
395,Formación Ciudadana I : Identidades y Pluralismo,4,4.9,2023-3
396,Electiva de  Ciencias Sociales,3,4.4,2021-1
397,Electiva de Lectura y Escritura,4,3.6,2022-1
398,Legislación y Ética en el Manejo de Datos,3,3.7,2021-3
399,Ingeniería y Sostenibilidad,4,3.3,2022-3
400,Formación Ciudadana I : Identidades y Pluralismo,2,3.4,2023-3
401,Almacenamiento de datos,3,1.6,2021-3
402,Almacenamiento de datos,4,2.1,2024-3
403,Ingeniería y Sostenibilidad,1,3.7,2022-3
404,Electiva Libre I,3,0.8,2021-1
405,Programación,3,3.5,2023-1
406,Electiva profesional 4,2,4.5,2023-3
407,Matemáticas Fundamentales,4,2.6,2024-3
408,Ingles 2,3,0.5,2023-3
409,Legislación y Ética en el Manejo de Datos,3,2.7,2023-3
410,Ingles 4,3,1.6,2022-1
411,Electiva Libre I,3,0.4,2024-3
412,Ingles 2,4,3.4,2024-3
413,ETL (Extracción Transformación y Carga),1,3.9,2023-3
414,Formación Ciudadana III: Paz y Convivencia,3,2.1,2021-1
415,Electiva profesional 4,2,0.4,2023-3
416,Comunicación Oral y Escrita,3,0.2,2021-3
417,Lógica y Matemática Discreta,2,2.7,2023-3
418,Ingles 5,2,4.1,2021-3
419,Electiva de Lectura y Escritura,4,3.2,2024-3
420,Analítica de Datos,1,2.2,2022-3
421,Ingles 2,3,2.1,2022-3
422,Formación Ciudadana III: Paz y Convivencia,1,0.8,2023-3
423,Ingeniería y Sostenibilidad,1,4.7,2023-1
424,Electiva profesional 4,2,4.3,2023-1
425,Ingeniería y Sostenibilidad,2,0.9,2021-3
426,Innovación y Emprendimiento,2,1.4,2024-1
427,Ingles 5,4,0.0,2024-1
428,Electiva de Lectura y Escritura,4,1.4,2022-1
429,Electiva Profesional 1,3,4.6,2021-1
430,Estadística y Probabilidad II,3,0.4,2021-3
431,Seminario de Ing. de Datos e IA,4,2.7,2024-1
432,Electiva profesional 4,3,4.3,2022-1
433,Analítica de Datos,4,2.8,2024-1
434,Formación Ciudadana III: Paz y Convivencia,3,3.0,2024-3
435,Electiva Profesional 3,2,1.1,2023-1
436,Cálculo 1,1,4.2,2024-1
437,Analítica de Datos,4,4.1,2024-3
438,Administración para Ingenieros,3,4.0,2024-3
439,Ingles 1,1,3.3,2021-3
440,Sistemas Operativos,3,3.3,2022-1
441,Programación,2,4.8,2022-3
442,Ingeniería y Sostenibilidad,2,4.5,2022-3
443,Ingles 2,1,3.9,2021-1
444,Electiva Profesional 5,2,0.9,2024-1
445,Cálculo 1,4,0.8,2022-3
446,Inteligencia Artificial,4,4.3,2024-1
447,Formación Ciudadana I : Identidades y Pluralismo,2,4.2,2022-3
448,ETL (Extracción Transformación y Carga),1,3.6,2023-1
449,Ingles 4,2,0.2,2023-1
450,Formación Ciudadana I : Identidades y Pluralismo,2,0.8,2023-1
451,Legislación y Ética en el Manejo de Datos,1,3.1,2023-1
452,Lógica y Matemática Discreta,1,4.1,2023-1
453,Redes e Infraestructura,4,4.7,2024-3
454,Lógica y Matemática Discreta,4,1.1,2024-1
455,Redes e Infraestructura,4,0.2,2021-3
456,Almacenamiento de datos,2,2.7,2023-1
457,ETL (Extracción Transformación y Carga),1,3.3,2024-1
458,Ingeniería y Sostenibilidad,2,0.6,2024-1
459,Ingles 5,3,3.9,2022-1
460,Electiva Profesional 3,4,3.9,2024-3
461,Seminario de Ing. de Datos e IA,2,2.4,2022-1
462,Redes e Infraestructura,3,2.9,2022-3
463,ETL (Extracción Transformación y Carga),4,3.1,2021-1
464,Electiva de  Ciencias Sociales,4,2.8,2024-1
465,Almacenamiento de datos,3,0.7,2022-1
466,Matemáticas Fundamentales,2,4.0,2023-1
467,Matemáticas Fundamentales,3,0.8,2024-1
468,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,4.9,2021-1
469,Electiva Profesional 2,2,1.0,2023-1
470,Electiva Profesional 5,2,3.1,2024-3
471,Redes e Infraestructura,3,1.3,2024-3
472,Ingles 3,4,2.3,2024-1
473,Electiva de Lectura y Escritura,1,4.4,2022-3
474,Ingeniería y Sostenibilidad,4,0.4,2022-1
475,Ingles 5,2,1.7,2024-1
476,Matemáticas Fundamentales,4,3.9,2022-3
477,Formación Ciudadana III: Paz y Convivencia,1,5.0,2023-3
478,ETL (Extracción Transformación y Carga),2,0.8,2024-3
479,Electiva de Lectura y Escritura,3,0.3,2022-3
480,Analítica de Datos,2,1.2,2021-3
481,Formación Ciudadana II: Sociedad y Estado,3,0.5,2022-3
482,Programación,4,1.6,2024-3
483,Electiva Libre I,3,4.0,2023-1
484,ETL (Extracción Transformación y Carga),3,4.5,2021-1
485,Matemáticas Fundamentales,3,1.5,2021-3
486,Almacenamiento de datos,3,0.8,2022-1
487,ETL (Extracción Transformación y Carga),1,3.4,2024-1
488,ETL (Extracción Transformación y Carga),1,4.4,2021-3
489,Ingles 4,2,4.4,2023-3
490,Formación Ciudadana II: Sociedad y Estado,3,1.3,2022-3
491,Formación Ciudadana I : Identidades y Pluralismo,1,2.4,2023-3
492,Cálculo 2,4,3.7,2022-1
493,Administración para Ingenieros,4,2.0,2022-3
494,Ingles 5,1,3.3,2023-1
495,Ingles 5,1,1.6,2021-3
496,Electiva Libre I,4,4.1,2024-1
497,Ingles 4,2,4.9,2024-3
498,Sistemas Operativos,2,1.1,2021-3
499,Electiva Profesional 5,2,1.5,2024-3
500,Electiva Profesional 3,2,1.4,2023-1
501,Estadística y Probabilidad I,1,1.2,2023-1
502,Seminario de Ing. de Datos e IA,1,5.0,2022-3
503,Seminario de Ing. de Datos e IA,4,0.4,2024-1
504,Formación Ciudadana II: Sociedad y Estado,4,3.3,2024-1
505,Estadística y Probabilidad I,2,2.9,2022-3
506,Electiva Profesional 2,3,4.4,2022-3
507,Analítica de Datos,1,4.9,2022-1
508,Seminario de Ing. de Datos e IA,2,2.2,2024-3
509,Ingles 2,3,4.9,2021-1
510,Analítica de Datos,3,4.4,2024-1
511,Ingles 4,2,1.5,2023-1
512,Redes e Infraestructura,2,4.2,2023-3
513,Electiva Profesional 2,4,0.8,2022-1
514,Administración para Ingenieros,3,3.2,2022-1
515,Ingles 3,3,1.0,2023-3
516,Ingeniería y Sostenibilidad,4,3.7,2022-3
517,Ingles 2,3,0.2,2022-1
518,Cálculo 1,2,0.7,2022-1
519,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2,1.7,2024-3
520,Ingeniería y Sostenibilidad,1,3.8,2024-3
521,Programación,1,2.6,2021-1
522,Formación Ciudadana III: Paz y Convivencia,4,0.8,2021-1
523,Programación,3,2.4,2023-3
524,Inteligencia Artificial,1,2.1,2023-1
525,Electiva de Lectura y Escritura,2,1.8,2022-3
526,Lógica y Matemática Discreta,2,0.9,2022-1
527,Electiva de Lectura y Escritura,3,4.3,2022-1
528,Ingles 1,3,3.8,2024-3
529,Formación Ciudadana I : Identidades y Pluralismo,1,3.2,2021-3
530,Legislación y Ética en el Manejo de Datos,4,0.7,2024-1
531,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3,1.9,2021-1
532,Cálculo 2,1,0.2,2021-3
533,Estadística y Probabilidad II,3,3.0,2021-3
534,Electiva profesional 4,4,4.5,2021-1
535,Seminario de Ing. de Datos e IA,1,1.8,2022-3
536,Seminario de Ing. de Datos e IA,1,2.9,2023-1
537,Electiva de Lectura y Escritura,4,2.9,2021-1
538,Electiva de Lectura y Escritura,4,3.5,2021-1
539,Ingles 2,1,1.6,2023-3
540,Legislación y Ética en el Manejo de Datos,1,4.1,2021-1
541,Almacenamiento de datos,2,3.5,2024-3
542,Matemáticas Fundamentales,3,2.1,2024-1
